Level	Others	RiPPs	NRPS	PKS	Terpene
f__Sedimentisphaeraceae	0	0	0	0	0
f__SG8-4	0	0	6	0	0
f__SM23-30	3	0	1	1	2
f__UBA12454	0	0	0	0	0
f__FEN-1343	0	0	0	0	0
f__SM23-33	0	0	1	0	0
f__Tepidisphaeraceae	0	0	0	0	0
f__DSOQ01	0	0	0	0	0
f__Fen-1342	2	0	0	0	0
f__PWPN01	0	0	0	0	0
f__UBA1845	4	3	9	4	1
f__UTPLA1	0	0	0	0	0
f__WQYP01	0	0	0	0	0
f__JAEUHO01	0	0	0	0	0
f__PLA2	0	0	0	0	0
f__Gemmataceae	41	0	23	58	94
f__HRBIN36	0	0	0	0	0
f__Isosphaeraceae	3	1	7	3	5
f__Pan216	0	0	0	0	0
f__JACOUI01	0	0	0	0	0
f__JACPPG01	0	0	0	0	0
f__JAEUIK01	0	0	0	0	0
f__Lacipirellulaceae	0	0	0	0	0
f__PALSA-1355	1	1	1	1	1
f__Pb10988	0	0	0	0	0
f__Pirellulaceae	32	15	96	49	87
f__PLA5	0	0	0	0	0
f__PNKZ01	0	0	0	0	0
f__S012-138	0	0	0	0	0
f__Thermoguttaceae	0	0	0	0	0
f__UBA1268	4	0	35	28	43
f__UBA7805	5	2	11	15	6
f__Mal52	0	0	0	0	0
f__Planctomycetaceae	33	53	4	44	177
f__UBA10511	0	0	0	0	0
f__DSUN01	0	0	0	0	0
f__JABMSA01	0	0	0	0	1
f__JACPCR01	0	0	0	0	0
f__PUPC01	0	0	0	0	0
f__JACQRN01	0	0	0	0	0
f__SBBH01	0	0	0	0	0
f__H5-PLA8	0	0	0	0	0
f__JAFGGJ01	0	0	0	0	0
f__JAFGNG01	0	0	0	0	0
f__SZUA-567	0	0	0	0	0
f__GCA-2746535	0	0	0	0	0
f__JADGBV01	0	0	0	0	0
f__UBA11346	0	0	0	0	0
f__GCA-002686595	1	1	6	2	1
f__JACQFD01	0	0	0	0	0
f__JADKAF01	0	0	0	0	0
f__UBA1135	0	0	0	0	15
f__GCA-002748355	0	0	0	0	1
f__UBA2386	8	8	7	8	6
f__UBA1146	1	0	0	2	0
f__JACQVS01	0	0	0	0	0
f__SXIK01	0	0	0	0	1
f__UBA8108	0	0	2	0	23
f__UBA8898	0	0	0	0	0
f__JACQVU01	0	0	0	0	0
f__SKZP01	0	0	0	0	0
f__JABWBM01	0	0	0	0	0
f__UBA2392	0	2	0	0	1
f__16-39-46	0	0	0	0	0
f__JABJFC01	0	0	0	0	0
f__43-37	0	0	0	0	0
f__Acetobacteraceae	2	2	1	7	12
f__Stellaceae	10	7	3	12	10
f__Azospirillaceae	6	5	5	2	5
f__Bin65	0	0	0	0	0
f__Bin95	2	2	2	2	0
f__Bin98	0	0	0	0	0
f__BOG-932	0	0	0	0	0
f__CACIAM-22H2	1	1	0	0	2
f__CADEGL01	0	0	0	0	0
f__Caedimonadaceae	0	0	0	0	0
f__JAGOMX01	0	0	0	0	0
f__Nucleicultricaceae	0	0	0	0	0
f__UBA1908	2	1	1	0	0
f__UBA9215	0	1	0	0	0
f__CAISDR01	0	0	0	0	0
f__CAISOG01	0	0	0	0	0
f__CAIVPW01	0	0	0	0	0
f__Caulobacteraceae	75	66	31	3	14
f__Hyphomonadaceae	86	23	11	45	1
f__Maricaulaceae	9	10	0	0	14
f__Parvularculaceae	6	3	1	0	11
f__TH1-2	0	0	0	0	0
f__Dongiaceae	0	0	0	0	0
f__Inquilinaceae	0	0	0	0	0
f__Elsteraceae	0	0	0	0	0
f__Ferrovibrionaceae	2	4	0	2	3
f__GCA-002720895	14	0	0	0	9
f__GCA-016699305	0	0	0	0	0
f__GCA-2701885	0	1	0	2	0
f__GCA-2721365	2	1	0	0	2
f__GCA-2731375	11	0	1	5	1
f__GCA-2746255	1	2	0	0	2
f__Geminicoccaceae	0	0	0	0	0
f__GM7ARS4	0	0	0	0	0
f__GCA-002718135	3	0	0	0	60
f__HIMB59	0	0	0	0	87
f__Hepatobacteraceae	0	0	0	0	0
f__Holosporaceae	0	0	0	0	0
f__VGCF01	0	0	0	0	0
f__JAAXGF01	0	0	0	0	0
f__JABAAW01	0	0	0	0	0
f__JABSOH01	0	0	0	0	0
f__JACAEB01	0	0	0	0	0
f__JACQOE01	0	0	0	0	0
f__JAEUKQ01	0	0	0	0	0
f__JAEULC01	0	0	0	0	0
f__JAEULF01	0	0	0	0	0
f__JAGPBS01	0	0	0	0	0
f__CECT-8803	0	0	0	0	0
f__DSM-21159	0	0	0	0	0
f__J153	0	0	0	0	0
f__JACOMY01	0	0	0	0	0
f__Kiloniellaceae	2	0	2	1	1
f__Rhodovibrionaceae	1	0	1	3	1
f__MC1	0	0	0	0	0
f__GCA-2720935	2	0	2	0	0
f__Micavibrionaceae	33	25	7	4	31
f__UBA2020	5	2	2	0	2
f__Micropepsaceae	2	3	3	2	7
f__Minwuiaceae	4	5	2	2	4
f__MPNO01	9	3	0	0	29
f__UBA2964	5	5	0	3	11
f__UBA830	0	0	0	0	0
f__VGEU01	0	0	0	0	0
f__Oceanibaculaceae	5	12	3	9	4
f__Paracaedibacteraceae	0	0	0	0	0
f__UBA11393	1	1	0	0	0
f__VGCI01	0	0	0	0	0
f__CGMCC-115125	0	0	0	0	0
f__Parvibaculaceae	14	11	0	3	15
f__RS24	0	1	0	0	2
f__AG-422-B15	4	3	0	0	0
f__Pelagibacteraceae	37	9	0	0	779
f__AAA536-G10	1	0	0	0	32
f__GCA-002684695	0	0	0	3	0
f__Puniceispirillaceae	18	0	0	2	25
f__UBA1172	0	0	0	0	2
f__Reyranellaceae	10	17	7	11	3
f__CACZRW01	0	0	0	0	0
f__CAG-239	0	0	0	0	0
f__CAG-977	0	0	0	0	0
f__SAAU01	0	0	0	0	0
f__SZUA-500	0	0	0	0	0
f__UBA3637	0	0	0	0	0
f__UBA5343	0	0	0	0	0
f__WRDZ01	0	0	0	0	0
f__Aestuariivirgaceae	0	0	0	0	0
f__Afifellaceae	0	0	0	0	0
f__Amorphaceae	10	5	0	4	4
f__Ancalomicrobiaceae	0	0	0	0	0
f__Rhizobiaceae_A	72	2	2	0	17
f__Beijerinckiaceae	15	3	21	11	25
f__BM303	0	0	0	0	0
f__MED-G09	0	0	0	0	0
f__TMED25	68	0	0	0	8
f__Cohaesibacteraceae	3	1	0	1	1
f__Devosiaceae	41	9	0	1	15
f__GCA-2746425	3	1	0	1	2
f__HXMU1428-3	0	0	0	0	0
f__Hyphomicrobiaceae	2	3	1	0	0
f__Im1	0	0	0	0	0
f__JACESI01	0	0	0	0	0
f__Kaistiaceae	0	0	0	0	0
f__Labraceae	0	0	0	0	0
f__Methyloligellaceae	0	4	0	2	5
f__Methylopilaceae	0	0	0	0	0
f__MH13	0	0	0	0	0
f__NORP267	0	0	0	0	0
f__OSC116	0	0	0	0	0
f__Phreatobacteraceae	0	0	0	0	0
f__Pleomorphomonadaceae	0	0	0	0	0
f__Pseudoxanthobacteraceae	0	0	0	0	0
f__Rhizobiaceae	163	38	29	21	58
f__Rhodobiaceae	0	0	0	0	0
f__Rhodomicrobiaceae	0	0	0	2	2
f__Stappiaceae	5	2	4	2	3
f__SZUA-8	0	0	0	0	0
f__Tepidamorphaceae	0	0	0	0	0
f__Thermopetrobacteraceae	0	0	0	0	0
f__UBA4765	1	0	0	0	2
f__WTKA01	0	0	0	0	0
f__Xanthobacteraceae	21	13	11	6	24
f__Rhodobacteraceae	693	208	155	148	266
f__2-02-FULL-58-16	2	0	1	0	2
f__2-02-FULL-58-16_A	3	0	0	1	10
f__2-12-FULL-67-15	3	1	0	0	2
f__Casp-alpha2	42	32	4	10	52
f__GLO-3	0	0	0	0	0
f__HT1-32	19	11	4	0	13
f__JABJKH01	0	0	0	0	0
f__JADHTD01	0	0	0	0	0
f__JAHDSF01	0	0	0	0	0
f__Magnetospiraceae	0	0	0	0	0
f__Magnetospirillaceae	0	2	4	1	3
f__Magnetovibrionaceae	2	4	0	0	4
f__Rhodospirillaceae	26	16	5	12	10
f__Terasakiellaceae	3	1	1	1	1
f__Thalassospiraceae	64	46	40	33	59
f__UBA2165	17	0	5	0	21
f__UXAT02	0	0	0	0	0
f__WMHbin7	0	0	0	0	0
f__1604HC	0	0	0	0	0
f__21-14-0-20-44-7	0	0	0	0	0
f__33-17	0	0	0	0	0
f__AB1-6	0	0	0	0	0
f__Anaplasmataceae	0	0	0	0	0
f__Arcanobacteraceae	0	0	0	0	0
f__BLZN01	0	0	0	0	0
f__CAIJLX01	0	0	0	0	0
f__CAIPFW01	0	0	0	0	0
f__Deianiraeaceae	0	0	0	0	0
f__JABCZZ01	0	0	0	0	0
f__JABDBP01	0	0	0	0	0
f__JABIRX01	0	0	0	0	0
f__JABSSG01	0	3	0	0	0
f__JADKJE01	0	0	0	0	0
f__JAFLCR01	0	0	0	0	0
f__Midichloriaceae	2	0	1	3	1
f__RGZB01	0	0	0	0	0
f__RI-342	0	0	0	0	0
f__Rickettsiaceae	0	2	0	0	0
f__SXRF01	1	4	0	0	0
f__UBA1459	0	0	0	0	0
f__UBA1997	0	1	0	0	0
f__UBA3002	0	5	0	0	9
f__UBA6177	0	1	0	0	0
f__UBA6187	1	1	0	0	0
f__UBA8987	0	0	0	0	0
f__UBA998	0	0	0	0	0
f__VGDC01	0	0	0	0	0
f__CACZYB01	0	0	0	0	0
f__JAERRO01	0	0	0	0	0
f__NBLK01	0	0	0	0	0
f__Rs-D84	1	0	0	1	0
f__SZUA-605	0	0	0	0	0
f__RUG11792	0	0	0	0	0
f__SHNJ01	0	0	0	0	0
f__SHVP01	0	0	0	0	0
f__SHVR01	0	0	0	0	0
f__SHVT01	0	0	0	0	0
f__SHVV01	0	0	0	0	0
f__SHVW01	0	0	0	0	0
f__SHVZ01	0	0	0	0	0
f__SHWA01	0	0	0	0	0
f__SMXP01	1	1	0	1	3
f__SMXQ01	0	0	0	0	4
f__SMXS01	13	3	0	0	2
f__Sneathiellaceae	10	2	11	6	6
f__SP197	1	0	0	1	1
f__Emcibacteraceae	21	19	0	0	27
f__J090	0	0	0	0	0
f__Kordiimonadaceae	8	6	0	0	2
f__Rhodothalassiaceae	0	0	0	0	0
f__SMXR01	0	0	0	0	0
f__Sphingomonadaceae	117	137	18	40	115
f__SPJN01	0	0	0	0	0
f__Thalassobaculaceae	3	1	0	0	3
f__Tistrellaceae	4	9	7	1	1
f__TMED109	0	0	0	0	0
f__TMED131	0	0	0	0	7
f__TMED127	1	0	0	40	100
f__TMED2	3	0	0	0	9
f__UBA11073	0	0	0	0	0
f__UBA11136	6	6	0	0	6
f__UBA11222	1	0	0	0	1
f__UBA1247	0	0	0	0	0
f__JAAZVW01	0	0	0	0	0
f__RI-95	0	0	0	0	0
f__UBA12223	0	0	0	0	0
f__UBA2136	3	3	0	0	0
f__UBA6156	0	0	0	0	0
f__UBA6503	1	3	0	0	0
f__UBA2400	2	0	0	0	4
f__UBA2562	0	0	0	0	0
f__UBA2966	1	1	0	0	1
f__UBA3830	0	0	0	0	0
f__CAIYWZ01	0	0	0	0	0
f__UBA6184	0	2	0	0	0
f__UBA6615	5	0	0	3	10
f__UBA5542	0	0	0	0	0
f__UBA7879	0	0	0	0	0
f__VGCX01	0	0	0	0	0
f__UBA7887	0	0	0	0	0
f__UBA7985	0	0	0	0	0
f__UBA828	6	0	0	0	16
f__UBA8317	0	0	0	0	0
f__GCA-2696645	22	0	0	0	20
f__GCA-2717185	0	0	0	0	0
f__JADFVY01	0	0	0	0	0
f__UBA8366	5	0	0	1	2
f__UBA8558	2	0	0	0	3
f__RFNS01	0	0	0	0	0
f__RGZA01	0	0	0	0	0
f__UBA9219	1	0	0	0	3
f__CAJQNC01	0	0	0	0	0
f__UBA9655	0	0	0	0	0
f__VGDZ01	0	0	0	0	0
f__VXPW01	0	0	0	0	0
f__WRAU01	0	0	0	0	0
f__Zavarziniaceae	0	0	0	0	0
f__21-64-14	0	0	0	0	0
f__Acidiferrobacteraceae	0	0	0	0	0
f__SPGG2	1	1	1	0	2
f__Sulfurifustaceae	0	0	0	0	0
f__SZUA-150	0	0	0	0	0
f__UBA6901	0	0	0	0	0
f__Acidithiobacillaceae	5	0	0	1	2
f__Thermithiobacillaceae	0	0	0	0	0
f__AKS1	0	0	0	0	0
f__AqS2	0	0	0	0	0
f__AqS3	0	0	0	0	0
f__Arenicellaceae	0	2	0	0	1
f__BMS3Bbin11	0	0	0	0	0
f__CAJQKF01	0	0	0	0	0
f__HyVt-429	0	0	0	0	0
f__JAANXG01	0	0	0	0	0
f__LS-SOB	0	0	0	0	0
f__QOAV01	0	0	0	0	0
f__RKSH01	0	0	0	0	0
f__UBA5680	10	7	0	0	0
f__UBA868	43	32	13	7	11
f__Beggiatoaceae	5	4	4	0	4
f__Berkiellaceae	1	2	2	3	0
f__BM003	0	0	0	0	0
f__2013Ark19i	0	0	0	0	0
f__Aquaspirillaceae	0	0	0	0	0
f__Burkholderiaceae	415	105	126	51	240
f__Burkholderiaceae_A	0	0	0	0	10
f__CADEHE01	0	0	0	0	0
f__CAIKXV01	0	0	0	0	0
f__Casimicrobiaceae	0	0	0	0	0
f__Chitinibacteraceae	0	0	0	0	0
f__Chitinimonadaceae	0	0	0	0	0
f__Chromobacteriaceae	0	0	0	0	0
f__Ferrovaceae	0	0	0	0	0
f__Ga0077523	3	3	0	0	2
f__Gallionellaceae	5	7	3	0	10
f__JABEVD01	0	0	0	0	0
f__JACMKV01	0	0	0	0	0
f__JAEUMW01	0	0	0	0	0
f__JAEUOS01	0	0	0	0	0
f__Leeiaceae	0	0	0	0	0
f__Methylophilaceae	29	50	5	0	89
f__Neisseriaceae	0	0	0	0	0
f__Nitrosomonadaceae	1	2	1	0	20
f__Q3-R57-64	0	0	0	0	0
f__RBG-16-58-11	0	0	0	0	0
f__REEB80	0	0	0	0	0
f__Rhodocyclaceae	25	17	7	2	11
f__SCOH01	0	0	0	0	0
f__SG8-39	4	3	1	0	2
f__SG8-40	0	0	0	0	0
f__SG8-41	9	6	1	0	6
f__SHXO01	0	0	0	0	0
f__Sulfuricellaceae	0	0	2	2	1
f__Sulfuricellaceae_A	0	0	0	0	0
f__Sulfuriferulaceae	0	0	0	0	0
f__Thiobacillaceae	7	6	2	0	5
f__UBA11063	1	2	9	1	0
f__UBA3031	1	0	0	0	7
f__UBA3065	0	1	0	0	6
f__UBA6910	0	0	0	0	0
f__UBA9220	0	0	0	0	0
f__Usitatibacteraceae	0	0	0	0	0
f__WYBJ01	0	0	0	0	0
f__CACEW01	0	0	2	1	0
f__CACJXQ01	2	0	0	0	2
f__CAIQBE01	3	1	1	1	1
f__CAIRSR01	0	0	0	0	0
f__CAISUE01	0	0	0	0	1
f__CAJQNE01	0	0	0	0	0
f__Cardiobacteriaceae	0	0	0	0	0
f__Ostreibacteriaceae	0	0	0	0	0
f__Wohlfahrtiimonadaceae	0	0	0	0	0
f__Chromatiaceae	0	1	0	1	0
f__Sedimenticolaceae	2	3	0	0	2
f__Competibacteraceae	0	0	0	0	0
f__Coxiellaceae	10	5	14	2	0
f__Diplorickettsiaceae	0	1	0	1	0
f__DRJJ01	0	0	0	0	0
f__DRLM01	0	0	0	0	0
f__DRMK01	0	0	0	0	0
f__DSM-100275	0	0	0	0	0
f__DSM-16500	1	13	17	11	2
f__DSM-19610	0	0	0	0	0
f__DSM-26407	0	0	0	0	0
f__DTRM01	0	0	0	0	0
f__Acidihalobacteraceae	0	0	0	0	0
f__Ectothiorhodospiraceae	0	0	0	0	0
f__Thioalkalivibrionaceae	0	0	0	0	0
f__Enterobacteriaceae_A	0	0	0	0	0
f__Aeromonadaceae	1	2	0	0	0
f__Alteromonadaceae	170	225	41	16	8
f__Celerinatantimonadaceae	0	0	0	0	0
f__DSM-103792	0	0	0	0	0
f__Enterobacteriaceae	294	289	237	18	143
f__Gallaecimonadaceae	0	0	0	0	0
f__GCA-002770795	0	0	0	0	0
f__Kangiellaceae	0	2	2	0	0
f__Moritellaceae	0	0	0	0	0
f__Neiellaceae	0	0	0	0	0
f__Pasteurellaceae	0	0	0	0	0
f__Psittacicellaceae	0	0	0	0	0
f__Psychrobiaceae	0	0	0	0	0
f__Psychromonadaceae	3	2	1	0	0
f__Shewanellaceae	63	27	2	0	1
f__Succinivibrionaceae	0	0	0	0	0
f__UBA3532	3	1	4	0	0
f__Vibrionaceae	752	259	120	9	6
f__Evansiaceae	0	0	0	0	0
f__Francisellaceae	2	2	1	0	0
f__Ga0077536_A	3	0	0	0	9
f__Ga0077536	10	4	2	0	7
f__Ga007554	0	0	0	0	0
f__GCA-001735895	4	2	5	0	4
f__GCA-002705445	0	0	0	0	2
f__GCA-002716945	0	0	0	0	5
f__GCA-013348725	0	0	0	0	0
f__GCA-2400775	0	0	0	0	0
f__GCA-2729495	5	2	12	0	3
f__GCF-002020875	9	6	0	0	0
f__GRL18	0	5	3	0	2
f__GCF-013343005	0	0	0	0	0
f__Granulosicoccaceae	1	2	0	0	0
f__Halothiobacillaceae	0	0	0	0	0
f__JAAZVP01	0	0	0	0	0
f__HK1	0	0	0	0	0
f__JABDQX01	0	0	0	0	0
f__HP12	0	0	0	0	0
f__HTCC5015	3	3	0	0	1
f__Immundisolibacteraceae	2	5	2	0	1
f__J025	0	0	0	0	0
f__J044	0	0	0	0	0
f__J048	0	0	0	0	0
f__J113	0	0	0	0	0
f__JAABTG01	0	0	0	0	0
f__JAADGQ01	0	0	0	0	0
f__JAADHQ01	0	0	0	0	0
f__JAADHS01	0	0	0	0	0
f__JAADJB01	0	0	0	0	0
f__JAAOII01	0	0	0	0	0
f__JABABF01	0	0	0	0	0
f__JABCZS01	0	0	0	0	0
f__JABDGN01	2	1	1	0	1
f__JABDLF01	0	0	0	0	0
f__JABDMI01	0	0	0	0	0
f__JABHGC01	0	0	0	0	0
f__JABURT01	0	0	0	0	0
f__JABXHR01	0	0	0	0	0
f__JACCXJ01	6	8	3	0	8
f__JACCYU01	0	0	0	0	0
f__JACDCP01	0	0	0	0	0
f__JACQPQ01	0	0	0	0	0
f__JACREF01	0	0	0	0	0
f__JADJWH01	0	0	0	0	0
f__JAFEDO01	0	0	0	0	0
f__JAGOUN01	0	0	0	0	0
f__JAGOUU01	0	0	0	0	0
f__JAHJQQ01	0	0	0	0	0
f__Legionellaceae_A	0	0	0	0	0
f__Legionellaceae	7	11	18	9	0
f__LLD-282	0	0	0	0	0
f__M30B25	0	0	0	0	0
f__Cycloclasticaceae	15	11	9	0	0
f__DRLZ01	0	0	0	0	0
f__Methylococcaceae	18	6	24	12	11
f__Methylomonadaceae	56	69	42	17	38
f__Methylothermaceae	0	0	0	0	0
f__UBA2778	6	6	6	0	3
f__UBA2780	2	1	0	0	0
f__MnTg04	0	0	0	0	0
f__Algiphilaceae	6	2	1	0	0
f__Nevskiaceae	34	16	3	2	3
f__Oceanococcaceae	14	2	2	1	0
f__OUC007	0	0	0	0	0
f__Salinisphaeraceae	21	2	5	0	7
f__AK92	0	0	0	0	0
f__Aquisalimonadaceae	0	0	0	0	0
f__Halorhodospiraceae	0	0	1	0	3
f__Nitrococcaceae	0	0	0	0	0
f__Methylophagaceae	42	67	7	0	60
f__Nitrosococcaceae	0	0	0	0	0
f__Piscirickettsiaceae	0	0	0	0	0
f__PIVX01	0	0	0	0	0
f__PIWD01	0	0	0	0	0
f__Porisulfidaceae	0	0	0	0	0
f__SP5GCR1	0	0	0	0	0
f__Thioglobaceae	3	0	0	0	0
f__Aestuariirhabdaceae	0	0	0	0	0
f__Alcanivoracaceae	55	54	19	0	0
f__Cellvibrionaceae	45	19	18	7	0
f__DC-out160	0	0	0	0	0
f__DSM-100316	3	1	2	0	0
f__DSM-21967	0	0	0	0	0
f__DSM-25080	0	0	0	0	0
f__DSM-6294	0	0	0	0	0
f__DT-91	0	0	0	0	0
f__Endozoicomonadaceae	0	0	0	0	0
f__GM7GCV1	1	3	1	1	0
f__Halieaceae	71	49	11	0	8
f__Halomonadaceae	83	20	9	14	4
f__HTCC2089	21	17	7	1	13
f__IMCC2047	0	0	0	0	1
f__JAAOIJ01	0	0	0	0	0
f__JADFAD01	0	0	0	0	0
f__JADFDG01	0	0	0	0	0
f__JAHRWD01	0	0	0	0	0
f__Ketobacteraceae	19	18	53	17	0
f__Litoricolaceae	2	0	0	0	3
f__M0112	0	0	0	0	0
f__Marinomonadaceae	26	14	15	2	0
f__Moraxellaceae	440	62	113	1	0
f__Natronospirillaceae	0	0	0	0	0
f__Nitrincolaceae	48	31	3	55	52
f__Oleiphilaceae	251	26	18	4	0
f__Porticoccaceae	49	62	6	0	94
f__Pseudohongiellaceae	42	21	13	1	14
f__Pseudomonadaceae	1103	208	378	7	142
f__Spongiibacteraceae	48	23	28	0	0
f__UBA3067	0	0	0	0	0
f__UBA5518	0	0	0	0	0
f__UBA5862	0	0	0	0	0
f__UBA6940	2	4	6	3	0
f__UBA7239	0	0	0	0	0
f__UBA7434	2	1	1	4	3
f__Zooshikellaceae	0	0	0	0	0
f__PWYM01	0	0	0	0	0
f__QNFE01	1	0	0	0	0
f__QNFN01	0	0	0	0	0
f__QQUJ01	0	0	0	0	0
f__QZLD01	0	0	0	0	0
f__RBG-16-57-12	0	1	0	0	1
f__REEB76	0	0	0	0	0
f__RI-283	0	0	0	0	0
f__RKRP01	0	0	0	0	0
f__S140-43	0	0	0	0	0
f__S141-70	0	0	0	0	0
f__S144-34	0	0	0	0	0
f__AG-339-G14	0	0	0	0	0
f__D2472	21	0	0	0	0
f__SAR86	1	0	0	0	0
f__TMED112	1	1	0	0	0
f__SG8-11	0	0	0	0	0
f__SKWO01	0	0	0	0	0
f__SLND01	3	0	0	0	0
f__SMWH01	0	0	0	0	0
f__SpSt-1174	0	0	0	0	0
f__Steroidobacteraceae	5	6	9	1	5
f__SURF-13	0	0	0	0	0
f__SZUA-140	0	0	0	0	1
f__SZUA-146	0	0	0	0	0
f__SZUA-152	0	0	0	0	0
f__SZUA-21	0	0	0	0	0
f__SZUA-229	0	0	0	0	0
f__SZUA-76	0	0	0	0	0
f__Tenderiaceae	0	0	0	0	0
f__Thiohalobacteraceae	0	0	0	0	0
f__Thiohalomonadaceae	3	2	0	0	2
f__Thiohalorhabdaceae	0	0	0	0	0
f__Thiohalospiraceae	0	0	0	0	0
f__JAAZVR01	0	0	0	0	0
f__Thiomicrospiraceae	2	2	0	2	0
f__Thiotrichaceae	0	0	0	0	0
f__UBA1113	13	1	10	1	4
f__UBA11654	13	0	0	0	1
f__UBA12402	3	2	9	2	0
f__UBA2770	1	1	0	0	0
f__WOZS01	0	0	0	0	0
f__UBA4486	28	17	0	5	14
f__UBA4575	0	5	0	0	2
f__UBA5335	1	0	0	0	1
f__UBA5859	0	0	0	0	0
f__UBA6002	0	0	0	0	0
f__UBA6186	1	3	3	0	3
f__UBA6429	0	0	0	0	0
f__UBA6522	5	5	1	0	5
f__UBA6729	0	0	0	0	0
f__UBA6915	0	0	0	0	0
f__UBA7366	0	0	1	1	0
f__GCA-002691585	0	0	0	0	0
f__JABJPE01	0	0	0	0	0
f__UBA1515	0	0	0	0	0
f__UBA6594	0	0	0	0	0
f__UBA729	0	0	0	0	0
f__UBA7916	0	0	0	0	1
f__UBA7966	0	0	0	0	0
f__UBA9214	2	2	0	0	0
f__UBA9339	0	0	6	3	0
f__UWMA-0217	0	0	0	0	0
f__VBWC01	0	0	0	0	0
f__WFUO01	0	0	0	0	0
f__WLWR01	0	0	0	0	0
f__Woeseiaceae	2	4	23	1	8
f__Ahniellaceae	0	0	0	0	0
f__Marinicellaceae	1	3	0	0	0
f__Rhodanobacteraceae	6	3	4	3	2
f__S139-57	0	0	0	0	0
f__SZUA-36	0	0	0	0	0
f__SZUA-38	0	0	0	0	0
f__SZUA-5	0	1	0	1	0
f__UBA2363	0	0	0	0	0
f__Wenzhouxiangellaceae	0	1	0	0	2
f__Xanthomonadaceae	140	250	108	9	3
f__Halofilaceae	3	0	1	0	2
f__XN24	0	0	0	0	0
f__DC0425bin3	0	0	0	0	0
f__JADFWT01	0	0	0	0	0
f__JADFWU01	0	0	0	0	0
f__JADFXB01	0	0	0	0	0
f__JADFZT01	0	0	0	0	0
f__JADGAP01	0	0	0	0	0
f__JADGAQ01	0	0	0	0	0
f__JADGBX01	0	0	0	0	0
f__JADGCH01	0	0	0	0	0
f__JADGCL01	0	0	0	0	0
f__Magnetaquicoccaceae	0	0	0	0	0
f__Magnetococcaceae	0	0	0	0	0
f__UBA8363	0	0	0	0	0
f__CG1-02-64-396	0	0	0	0	2
f__J009	0	0	0	0	0
f__Mariprofundaceae	1	1	0	0	2
f__S012-25	0	0	0	0	0
f__B70-G9	0	0	0	0	0
f__CAIJXV01	0	0	0	0	0
f__CAIKKV01	0	0	0	0	0
f__CAITUY01	0	0	0	0	0
f__CAIYGI01	0	0	0	0	0
f__JAAZAB01	0	0	0	0	0
f__JACQHI01	0	0	0	0	0
f__M55B126	0	0	0	0	0
f__VSJD01	0	0	1	0	0
f__JAFGHX01	0	0	0	0	0
f__Kiritimatiellaceae	0	0	0	0	0
f__Pontiellaceae	4	0	1	5	3
f__CAIQIC01	0	0	0	0	0
f__CAIVKH01	0	0	0	0	0
f__GWF2-57-35	0	0	0	0	0
f__JAGNIJ01	0	0	0	0	0
f__Lenti-01	0	0	0	0	0
f__CAACVY01	0	0	0	0	0
f__PWTM01	0	0	0	0	0
f__PXCX01	0	0	0	0	0
f__JAAYLN01	0	0	0	0	0
f__JAAYNR01	0	0	0	0	0
f__UBA1067	1	0	0	0	2
f__UBA3636	0	0	0	0	0
f__RZYC01	0	0	0	0	0
f__RZZM01	0	0	0	0	0
f__JAHIZV01	0	0	0	0	0
f__SLAD01	0	0	0	0	0
f__WLWN01	0	0	0	0	0
f__SLOV01	0	0	0	0	0
f__SPBP01	0	0	0	0	0
f__PXDE01	0	0	0	0	0
f__UBA6053	2	0	2	3	0
f__DSXP01	0	0	0	0	0
f__JABMPJ01	0	0	0	0	0
f__JADHWI01	0	0	0	0	0
f__JAFGIZ01	0	0	0	0	0
f__JAFGTH01	0	0	0	0	0
f__PXDI01	0	0	0	0	0
f__SLMC01	0	0	0	0	0
f__UBA8416	0	0	0	0	0
f__VGWI01	0	0	0	0	0
f__VGWJ01	0	0	0	0	0
f__YA12-FULL-48-11	0	0	0	0	0
f__YA12-FULL-60-10	0	0	0	0	0
f__JABSQK01	0	0	0	0	0
f__Lentisphaeraceae	0	0	0	0	0
f__UBA12247	1	1	6	4	0
f__CAITYL01	0	0	0	0	0
f__JAADHN01	0	0	0	0	0
f__JABHEG01	0	0	0	0	0
f__Lenti-02	0	0	0	0	0
f__MVZH01	0	0	0	0	0
f__PUNB01	0	0	0	0	0
f__UBA1407	0	0	0	0	0
f__YB12-FULL-65-16	0	0	0	0	0
f__UBA2565	0	0	0	0	0
f__GWF2-38-69	0	0	0	0	0
f__GWF2-45-14	0	0	0	0	0
f__GWF2-50-93	0	0	0	0	0
f__JAADHT01	0	0	0	0	0
f__SZUA-371	0	0	0	0	1
f__UBA1829	4	2	0	0	0
f__Victivallaceae	6	0	3	0	1
f__Chthoniobacteraceae	1	1	2	2	8
f__JAATET01	0	0	0	0	0
f__JACTMZ01	0	0	0	1	4
f__JAFAMB01	0	0	0	0	0
f__Terrimicrobiaceae	1	0	3	3	8
f__UBA10450	10	7	3	0	22
f__UBA6821	0	0	1	1	19
f__Xiphinematobacteraceae	2	0	5	4	16
f__JABWAM01	0	0	0	0	0
f__GAS474	0	0	0	0	0
f__JAAUTS01	0	0	0	3	10
f__Methylacidiphilaceae	0	0	0	0	0
f__UBA1321	0	0	0	0	0
f__UBA3015	0	0	0	0	0
f__CAG-312	0	0	2	0	4
f__CG1-02-43-26	0	0	0	0	0
f__DSM-45221	6	1	1	5	11
