	parent	node	label	nodeClass	nodeDepth	numGroup
2095	3033	2095	f__UBA11358	OTU	5	10-100
2096	3033	2096	f__UBA1319	OTU	5	NoUse
2097	3033	2097	f__UBA1412	OTU	5	NoUse
2098	3033	2098	f__UBA3939	OTU	5	NoUse
2099	3033	2099	f__UBA8199	OTU	5	NoUse
2100	3033	2100	f__UBA9464	OTU	5	10-100
2101	3033	2101	f__VHCN01	OTU	5	NoUse
2102	3033	2102	f__VHDF01	OTU	5	NoUse
2103	3034	2103	f__Akkermansiaceae	OTU	5	100-500
2104	3034	2104	f__DEV007	OTU	5	100-500
2105	3034	2105	f__SKLO01	OTU	5	NoUse
2106	3034	2106	f__SLCJ01	OTU	5	NoUse
2107	3034	2107	f__V1-33	OTU	5	10-100
2108	3034	2108	f__Verrucomicrobiaceae	OTU	5	10-100
2109	2109	2109	r__root	Root	0	NoUse
2110	2109	2110	k__Bacteria	Kingdom	1	NoUse
2111	2110	2111	p__Acidobacteriota	Phylum	2	500-1000
2112	2110	2112	p__Actinobacteriota	Phylum	2	>1000
2113	2110	2113	p__Bacteroidota	Phylum	2	>1000
2114	2110	2114	p__Bdellovibrionota	Phylum	2	100-500
2115	2110	2115	p__Chloroflexota	Phylum	2	500-1000
2116	2110	2116	p__Cyanobacteria	Phylum	2	500-1000
2117	2110	2117	p__Desulfobacterota	Phylum	2	500-1000
2118	2110	2118	p__Firmicutes_A	Phylum	2	100-500
2119	2110	2119	p__Firmicutes	Phylum	2	500-1000
2120	2110	2120	p__Marinisomatota	Phylum	2	100-500
2121	2110	2121	p__Myxococcota	Phylum	2	100-500
2122	2110	2122	p__Planctomycetota	Phylum	2	500-1000
2123	2110	2123	p__Proteobacteria	Phylum	2	>1000
2124	2110	2124	p__Verrucomicrobiota	Phylum	2	500-1000
2125	2111	2125	c__Acidobacteriae	Class	3	100-500
2126	2111	2126	c__Aminicenantia	Class	3	<10
2127	2111	2127	c__B3-B38	Class	3	<10
2128	2111	2128	c__Blastocatellia	Class	3	10-100
2129	2111	2129	c__CAIWXX01	Class	3	NoUse
2130	2111	2130	c__Holophagae	Class	3	10-100
2131	2111	2131	c__HRBIN11	Class	3	NoUse
2132	2111	2132	c__Mor1	Class	3	NoUse
2133	2111	2133	c__Thermoanaerobaculia	Class	3	100-500
2134	2111	2134	c__UBA4820	Class	3	NoUse
2135	2111	2135	c__UBA6911	Class	3	NoUse
2136	2111	2136	c__UBA890	Class	3	<10
2137	2111	2137	c__Vicinamibacteria	Class	3	10-100
2138	2112	2138	c__Acidimicrobiia	Class	3	100-500
2139	2112	2139	c__Actinomycetia	Class	3	500-1000
2140	2112	2140	c__Aquicultoria	Class	3	NoUse
2141	2112	2141	c__Coriobacteriia	Class	3	<10
2142	2112	2142	c__Geothermincolia	Class	3	NoUse
2143	2112	2143	c__Humimicrobiia	Class	3	NoUse
2144	2112	2144	c__Rubrobacteria	Class	3	<10
2145	2112	2145	c__Thermoleophilia	Class	3	100-500
2146	2112	2146	c__UBA4738	Class	3	<10
2147	2113	2147	c__0-14-0-80-59-12	Class	3	NoUse
2148	2113	2148	c__Bacteroidia	Class	3	>1000
2149	2113	2149	c__Chlorobia	Class	3	100-500
2150	2113	2150	c__Ignavibacteria	Class	3	10-100
2151	2113	2151	c__JABWAT01	Class	3	NoUse
2152	2113	2152	c__Kapabacteria	Class	3	10-100
2153	2113	2153	c__Kryptonia	Class	3	NoUse
2154	2113	2154	c__Rhodothermia	Class	3	100-500
2155	2113	2155	c__SZUA-365	Class	3	NoUse
2156	2113	2156	c__T3Sed10-11	Class	3	NoUse
2157	2113	2157	c__UBA10030	Class	3	10-100
2158	2114	2158	c__Bacteriovoracia	Class	3	100-500
2159	2114	2159	c__Bdellovibrionia_A	Class	3	10-100
2160	2114	2160	c__Bdellovibrionia	Class	3	10-100
2161	2114	2161	c__FAC87	Class	3	<10
2162	2114	2162	c__Oligoflexia	Class	3	10-100
2163	2114	2163	c__UBA2394	Class	3	NoUse
2164	2114	2164	c__UBA2428	Class	3	<10
2165	2114	2165	c__YA12-FULL-61-11	Class	3	NoUse
2166	2115	2166	c__Anaerolineae	Class	3	100-500
2167	2115	2167	c__Chloroflexia	Class	3	10-100
2168	2115	2168	c__Dehalococcoidia	Class	3	100-500
2169	2115	2169	c__DTOL01	Class	3	NoUse
2170	2115	2170	c__FW602-bin22	Class	3	NoUse
2171	2115	2171	c__Ktedonobacteria	Class	3	10-100
2172	2115	2172	c__Limnocylindria	Class	3	NoUse
2173	2115	2173	c__UBA11872	Class	3	NoUse
2174	2115	2174	c__UBA2235	Class	3	NoUse
2175	2115	2175	c__UBA4733	Class	3	NoUse
2176	2115	2176	c__UBA5177	Class	3	<10
2177	2115	2177	c__UBA6077	Class	3	<10
2178	2116	2178	c__Cyanobacteriia	Class	3	500-1000
2179	2116	2179	c__Sericytochromatia	Class	3	<10
2180	2116	2180	c__Vampirovibrionia	Class	3	10-100
2181	2117	2181	c__BSN033	Class	3	10-100
2182	2117	2182	c__Desulfarculia	Class	3	<10
2183	2117	2183	c__Desulfobaccia	Class	3	10-100
2184	2117	2184	c__Desulfobacteria	Class	3	100-500
2185	2117	2185	c__Desulfobulbia	Class	3	10-100
2186	2117	2186	c__Desulfofervidia	Class	3	NoUse
2187	2117	2187	c__Desulfomonilia	Class	3	10-100
2188	2117	2188	c__Desulfuromonadia	Class	3	10-100
2189	2117	2189	c__Dissulfuribacteria	Class	3	<10
2190	2117	2190	c__DSM-4660	Class	3	NoUse
2191	2117	2191	c__DSWW01	Class	3	NoUse
2192	2117	2192	c__DTXE01	Class	3	NoUse
2193	2117	2193	c__GWC2-55-46	Class	3	NoUse
2194	2117	2194	c__JACPFL01	Class	3	NoUse
2195	2117	2195	c__JACQYL01	Class	3	NoUse
2196	2117	2196	c__JADFVX01	Class	3	NoUse
2197	2117	2197	c__JADFXK01	Class	3	NoUse
2198	2117	2198	c__JAENJC01	Class	3	NoUse
2199	2117	2199	c__JdFR-97	Class	3	<10
2200	2117	2200	c__QYQD01	Class	3	NoUse
2201	2117	2201	c__RBG-13-43-22	Class	3	NoUse
2202	2117	2202	c__SM23-61	Class	3	10-100
2203	2117	2203	c__Syntrophia	Class	3	10-100
2204	2117	2204	c__Syntrophobacteria	Class	3	10-100
2205	2117	2205	c__Thermodesulfobacteria	Class	3	NoUse
2206	2117	2206	c__UBA8473	Class	3	NoUse
2207	2117	2207	c__WTBG01	Class	3	NoUse
2208	2117	2208	c__Zymogenia	Class	3	NoUse
2209	2118	2209	c__Ch29	Class	3	NoUse
2210	2118	2210	c__Clostridia	Class	3	100-500
2211	2118	2211	c__Tb-RUG-66	Class	3	NoUse
2212	2118	2212	c__Thermoanaerobacteria	Class	3	NoUse
2213	2118	2213	c__Thermosediminibacteria	Class	3	NoUse
2214	2119	2214	c__Bacilli	Class	3	500-1000
2215	2119	2215	c__Bu12	Class	3	NoUse
2216	2120	2216	c__AB16	Class	3	NoUse
2217	2120	2217	c__BS150m-G59	Class	3	NoUse
2218	2120	2218	c__JAANXI01	Class	3	NoUse
2219	2120	2219	c__Marinisomatia	Class	3	100-500
2220	2120	2220	c__SORT01	Class	3	NoUse
2221	2120	2221	c__UBA2242	Class	3	NoUse
2222	2120	2222	c__UBA8477	Class	3	10-100
2223	2121	2223	c__B64-G9	Class	3	NoUse
2224	2121	2224	c__Bradymonadia	Class	3	10-100
2225	2121	2225	c__JAADFL01	Class	3	NoUse
2226	2121	2226	c__JACPTQ01	Class	3	NoUse
2227	2121	2227	c__JACRCW01	Class	3	NoUse
2228	2121	2228	c__JAFGSX01	Class	3	NoUse
2229	2121	2229	c__Myxococcia	Class	3	10-100
2230	2121	2230	c__Polyangia	Class	3	100-500
2231	2121	2231	c__SpSt-1050	Class	3	NoUse
2232	2121	2232	c__SURF-8	Class	3	<10
2233	2121	2233	c__UBA4151	Class	3	NoUse
2234	2121	2234	c__UBA6777	Class	3	NoUse
2235	2121	2235	c__UBA727	Class	3	<10
2236	2121	2236	c__UBA9042	Class	3	<10
2237	2121	2237	c__WYAZ01	Class	3	<10
2238	2121	2238	c__XYA12-FULL-58-9	Class	3	NoUse
2239	2122	2239	c__B129-G9	Class	3	NoUse
2240	2122	2240	c__B143-G9	Class	3	NoUse
2241	2122	2241	c__B15-G4	Class	3	NoUse
2242	2122	2242	c__Brocadiae	Class	3	<10
2243	2122	2243	c__DG-23	Class	3	NoUse
2244	2122	2244	c__DTLF01	Class	3	NoUse
2245	2122	2245	c__E44-bin39	Class	3	NoUse
2246	2122	2246	c__GCA-002687715	Class	3	<10
2247	2122	2247	c__J058	Class	3	NoUse
2248	2122	2248	c__J132	Class	3	NoUse
2249	2122	2249	c__JACOTG01	Class	3	NoUse
2250	2122	2250	c__JACQVV01	Class	3	NoUse
2251	2122	2251	c__JACQVX01	Class	3	NoUse
2252	2122	2252	c__JAFGQW01	Class	3	NoUse
2253	2122	2253	c__MHYJ01	Class	3	<10
2254	2122	2254	c__Phycisphaerae	Class	3	100-500
2255	2122	2255	c__PLA2	Class	3	NoUse
2256	2122	2256	c__Planctomycetia	Class	3	NoUse
2257	2122	2257	c__PUPC01	Class	3	<10
2258	2122	2258	c__SBBH01	Class	3	NoUse
2259	2122	2259	c__SZUA-567	Class	3	<10
2260	2122	2260	c__UBA11346	Class	3	NoUse
2261	2122	2261	c__UBA1135	Class	3	10-100
2262	2122	2262	c__UBA8108	Class	3	10-100
2263	2122	2263	c__UBA8742	Class	3	<10
2264	2123	2264	c__Alphaproteobacteria	Class	3	>1000
2265	2123	2265	c__Gammaproteobacteria	Class	3	>1000
2266	2123	2266	c__Magnetococcia	Class	3	NoUse
2267	2123	2267	c__Zetaproteobacteria	Class	3	<10
2268	2124	2268	c__Kiritimatiellae	Class	3	10-100
2269	2124	2269	c__Lentisphaeria	Class	3	10-100
2270	2124	2270	c__Verrucomicrobiae	Class	3	500-1000
2271	2125	2271	o__20CM-2-55-15	Order	4	NoUse
2272	2125	2272	o__2-12-FULL-54-10	Order	4	NoUse
2273	2125	2273	o__Acidobacteriales	Order	4	100-500
2274	2125	2274	o__Acidoferrales	Order	4	NoUse
2275	2125	2275	o__Bryobacterales	Order	4	10-100
2276	2125	2276	o__UBA7540	Order	4	10-100
2277	2125	2277	o__VXMN01	Order	4	NoUse
2278	2126	2278	o__Aminicenantales	Order	4	<10
2279	2126	2279	o__DTKB01	Order	4	NoUse
2280	2126	2280	o__JdFR-78	Order	4	NoUse
2281	2126	2281	o__S016-38	Order	4	NoUse
2282	2126	2282	o__UBA2199	Order	4	<10
2283	2127	2283	o__B3-B38	Order	4	NoUse
2284	2127	2284	o__JAFGBY01	Order	4	NoUse
2285	2128	2285	o__Chloracidobacteriales	Order	4	NoUse
2286	2128	2286	o__DSOJ01	Order	4	NoUse
2287	2128	2287	o__HR10	Order	4	<10
2288	2128	2288	o__Pyrinomonadales	Order	4	10-100
2289	2128	2289	o__RBC074	Order	4	NoUse
2290	2128	2290	o__UBA7656	Order	4	<10
2291	2129	2291	o__CAIWXX01	Order	4	NoUse
2292	2130	2292	o__Acanthopleuribacterales	Order	4	NoUse
2293	2130	2293	o__Holophagales	Order	4	10-100
2294	2130	2294	o__Thermotomaculales	Order	4	NoUse
2295	2131	2295	o__HRBIN11	Order	4	NoUse
2296	2132	2296	o__Gp22-AA2	Order	4	NoUse
2297	2132	2297	o__J045	Order	4	NoUse
2298	2132	2298	o__JACPZX01	Order	4	NoUse
2299	2132	2299	o__QHYA01	Order	4	NoUse
2300	2132	2300	o__SMYD01	Order	4	NoUse
2301	2133	2301	o__Gp7-AA8	Order	4	10-100
2302	2133	2302	o__Thermoanaerobaculales	Order	4	<10
2303	2133	2303	o__UBA2201	Order	4	NoUse
2304	2133	2304	o__UBA5066	Order	4	10-100
2305	2133	2305	o__UBA5704	Order	4	10-100
2306	2134	2306	o__UBA4820	Order	4	NoUse
2307	2135	2307	o__CAINFC01	Order	4	NoUse
2308	2135	2308	o__JAAYUB01	Order	4	NoUse
2309	2135	2309	o__JACOSC01	Order	4	NoUse
2310	2135	2310	o__JACQTF01	Order	4	NoUse
2311	2135	2311	o__RPQK01	Order	4	NoUse
2312	2136	2312	o__UBA890	Order	4	<10
2313	2137	2313	o__Bin61	Order	4	NoUse
2314	2137	2314	o__Fen-336	Order	4	NoUse
2315	2137	2315	o__Vicinamibacterales	Order	4	10-100
2316	2138	2316	o__Acidimicrobiales	Order	4	100-500
2317	2138	2317	o__Actinomarinales	Order	4	10-100
2318	2138	2318	o__ATN3	Order	4	NoUse
2319	2138	2319	o__IMCC26256	Order	4	<10
2320	2138	2320	o__UBA2766	Order	4	<10
2321	2138	2321	o__UBA5794	Order	4	<10
2322	2139	2322	o__Acidothermales	Order	4	NoUse
2323	2139	2323	o__Actinomycetales	Order	4	100-500
2324	2139	2324	o__Euzebyales	Order	4	<10
2325	2139	2325	o__JACCUZ01	Order	4	NoUse
2326	2139	2326	o__JACCYY01	Order	4	NoUse
2327	2139	2327	o__Jiangellales	Order	4	NoUse
2328	2139	2328	o__Motilibacterales	Order	4	NoUse
2329	2139	2329	o__Mycobacteriales	Order	4	100-500
2330	2139	2330	o__Nanopelagicales	Order	4	10-100
2331	2139	2331	o__Nitriliruptorales	Order	4	NoUse
2332	2139	2332	o__Propionibacteriales	Order	4	10-100
2333	2139	2333	o__Sporichthyales	Order	4	NoUse
2334	2139	2334	o__Streptomycetales	Order	4	NoUse
2335	2139	2335	o__Streptosporangiales	Order	4	10-100
2336	2140	2336	o__Aquicultorales	Order	4	NoUse
2337	2140	2337	o__Geothermocultorales	Order	4	NoUse
2338	2140	2338	o__Subteraquimicrobiales	Order	4	NoUse
2339	2140	2339	o__SURF-47	Order	4	NoUse
2340	2140	2340	o__UBA3085	Order	4	NoUse
2341	2141	2341	o__Coriobacteriales	Order	4	<10
2342	2141	2342	o__WRKU01	Order	4	NoUse
2343	2142	2343	o__Fen-727	Order	4	NoUse
2344	2142	2344	o__Geothermincolales	Order	4	NoUse
2345	2143	2345	o__Hakubanellales	Order	4	NoUse
2346	2143	2346	o__Humimicrobiales	Order	4	NoUse
2347	2143	2347	o__JAHJRV01	Order	4	NoUse
2348	2144	2348	o__Rubrobacterales	Order	4	<10
2349	2145	2349	o__BMS3ABIN01	Order	4	NoUse
2350	2145	2350	o__Gaiellales	Order	4	10-100
2351	2145	2351	o__Miltoncostaeales	Order	4	NoUse
2352	2145	2352	o__RBG-16-64-13	Order	4	<10
2353	2145	2353	o__Solirubrobacterales	Order	4	10-100
2354	2145	2354	o__UBA2241	Order	4	NoUse
2355	2146	2355	o__AC-67	Order	4	NoUse
2356	2146	2356	o__CADDZG01	Order	4	NoUse
2357	2146	2357	o__UBA4738	Order	4	<10
2358	2147	2358	o__0-14-0-80-59-12	Order	4	NoUse
2359	2148	2359	o__2-12-FULL-37-12	Order	4	NoUse
2360	2148	2360	o__AKYH767	Order	4	10-100
2361	2148	2361	o__AKYH767-A	Order	4	<10
2362	2148	2362	o__Bacteroidales	Order	4	100-500
2363	2148	2363	o__CAILMK01	Order	4	<10
2364	2148	2364	o__Chitinophagales	Order	4	100-500
2365	2148	2365	o__Cytophagales	Order	4	100-500
2366	2148	2366	o__Flavobacteriales	Order	4	>1000
2367	2148	2367	o__J057	Order	4	<10
2368	2148	2368	o__NORP286	Order	4	NoUse
2369	2148	2369	o__NS11-12g	Order	4	10-100
2370	2148	2370	o__Sphingobacteriales	Order	4	100-500
2371	2148	2371	o__SpSt-205	Order	4	NoUse
2372	2148	2372	o__UBA7662	Order	4	<10
2373	2149	2373	o__Chlorobiales	Order	4	100-500
2374	2150	2374	o__Ch128b	Order	4	NoUse
2375	2150	2375	o__Ignavibacteriales	Order	4	10-100
2376	2150	2376	o__SJA-28	Order	4	<10
2377	2151	2377	o__JABWAT01	Order	4	NoUse
2378	2152	2378	o__Kapabacteriales	Order	4	10-100
2379	2152	2379	o__OLB7	Order	4	NoUse
2380	2152	2380	o__Palsa-1295	Order	4	<10
2381	2153	2381	o__Kryptoniales	Order	4	NoUse
2382	2154	2382	o__Balneolales	Order	4	10-100
2383	2154	2383	o__Rhodothermales	Order	4	10-100
2384	2155	2384	o__SZUA-365	Order	4	NoUse
2385	2156	2385	o__T3Sed10-11	Order	4	NoUse
2386	2157	2386	o__UBA10030	Order	4	10-100
2387	2158	2387	o__Bacteriovoracales	Order	4	100-500
2388	2159	2388	o__CAIPTA01	Order	4	NoUse
2389	2159	2389	o__UBA1018	Order	4	10-100
2390	2160	2390	o__Bdellovibrionales	Order	4	10-100
2391	2160	2391	o__JABDDW01	Order	4	NoUse
2392	2161	2392	o__UBA2466	Order	4	<10
2393	2162	2393	o__Oligoflexales	Order	4	10-100
2394	2162	2394	o__Silvanigrellales	Order	4	<10
2395	2163	2395	o__UBA2394	Order	4	NoUse
2396	2164	2396	o__UBA2428	Order	4	<10
2397	2165	2397	o__YA12-FULL-61-11	Order	4	NoUse
2398	2166	2398	o__4572-78	Order	4	NoUse
2399	2166	2399	o__Aggregatilineales	Order	4	NoUse
2400	2166	2400	o__Anaerolineales	Order	4	10-100
2401	2166	2401	o__Ardenticatenales	Order	4	NoUse
2402	2166	2402	o__B4-G1	Order	4	NoUse
2403	2166	2403	o__Caldilineales	Order	4	<10
2404	2166	2404	o__CG2-30-64-16	Order	4	<10
2405	2166	2405	o__DRVO01	Order	4	NoUse
2406	2166	2406	o__DSLN01	Order	4	NoUse
2407	2166	2407	o__DTLA01	Order	4	NoUse
2408	2166	2408	o__DTPP01	Order	4	NoUse
2409	2166	2409	o__DUEN01	Order	4	NoUse
2410	2166	2410	o__E26-bin7	Order	4	NoUse
2411	2166	2411	o__J102	Order	4	NoUse
2412	2166	2412	o__JAADDB01	Order	4	NoUse
2413	2166	2413	o__JAAEKA01	Order	4	NoUse
2414	2166	2414	o__JAAYEA01	Order	4	NoUse
2415	2166	2415	o__JAAYZQ01	Order	4	<10
2416	2166	2416	o__JACIWP01	Order	4	NoUse
2417	2166	2417	o__JACIWR01	Order	4	NoUse
2418	2166	2418	o__JACRMK01	Order	4	NoUse
2419	2166	2419	o__JAFGEY01	Order	4	NoUse
2420	2166	2420	o__JAHJIN01	Order	4	NoUse
2421	2166	2421	o__Promineofilales	Order	4	NoUse
2422	2166	2422	o__S016-19	Order	4	NoUse
2423	2166	2423	o__S140-20	Order	4	NoUse
2424	2166	2424	o__SpSt-313	Order	4	NoUse
2425	2166	2425	o__SpSt-600	Order	4	NoUse
2426	2166	2426	o__SSC4	Order	4	NoUse
2427	2166	2427	o__Thermoflexales	Order	4	<10
2428	2166	2428	o__UBA1429	Order	4	NoUse
2429	2166	2429	o__UBA2200	Order	4	<10
2430	2166	2430	o__UBA3071	Order	4	NoUse
2431	2166	2431	o__UBA4142	Order	4	<10
2432	2166	2432	o__UBA7937	Order	4	NoUse
2433	2166	2433	o__UCB3	Order	4	<10
2434	2166	2434	o__VGOG01	Order	4	NoUse
2435	2167	2435	o__54-19	Order	4	<10
2436	2167	2436	o__Chloroflexales	Order	4	<10
2437	2167	2437	o__DTKN01	Order	4	NoUse
2438	2167	2438	o__Thermobaculales	Order	4	NoUse
2439	2167	2439	o__Thermomicrobiales	Order	4	<10
2440	2168	2440	o__Bin125	Order	4	NoUse
2441	2168	2441	o__Dehalococcoidales	Order	4	<10
2442	2168	2442	o__DSGV01	Order	4	NoUse
2443	2168	2443	o__DSTF01	Order	4	NoUse
2444	2168	2444	o__E44-bin15	Order	4	NoUse
2445	2168	2445	o__FW602-bin16	Order	4	NoUse
2446	2168	2446	o__GCA-2717565	Order	4	<10
2447	2168	2447	o__GIF9	Order	4	<10
2448	2168	2448	o__JABGRK01	Order	4	NoUse
2449	2168	2449	o__JACPEP01	Order	4	NoUse
2450	2168	2450	o__JACPPT01	Order	4	NoUse
2451	2168	2451	o__JACPPY01	Order	4	NoUse
2452	2168	2452	o__JACPQD01	Order	4	NoUse
2453	2168	2453	o__JACPQF01	Order	4	NoUse
2454	2168	2454	o__JACPQK01	Order	4	NoUse
2455	2168	2455	o__JACPQL01	Order	4	NoUse
2456	2168	2456	o__JACQGW01	Order	4	NoUse
2457	2168	2457	o__JACQTR01	Order	4	NoUse
2458	2168	2458	o__JACQTT01	Order	4	NoUse
2459	2168	2459	o__JACQUA01	Order	4	NoUse
2460	2168	2460	o__JACQUD01	Order	4	NoUse
2461	2168	2461	o__JACQUE01	Order	4	NoUse
2462	2168	2462	o__JACVQG01	Order	4	NoUse
2463	2168	2463	o__JAENJB01	Order	4	NoUse
2464	2168	2464	o__JAQUO01	Order	4	NoUse
2465	2168	2465	o__JdFR-54	Order	4	<10
2466	2168	2466	o__Plut-88900	Order	4	NoUse
2467	2168	2467	o__RBG-13-53-26	Order	4	NoUse
2468	2168	2468	o__SAR202	Order	4	10-100
2469	2168	2469	o__SAR202-VII-2	Order	4	NoUse
2470	2168	2470	o__SHXV01	Order	4	NoUse
2471	2168	2471	o__SHYB01	Order	4	NoUse
2472	2168	2472	o__SHYD01	Order	4	<10
2473	2168	2473	o__SHYM01	Order	4	NoUse
2474	2168	2474	o__SM23-28-2	Order	4	<10
2475	2168	2475	o__SpSt-223	Order	4	NoUse
2476	2168	2476	o__SZUA-161	Order	4	<10
2477	2168	2477	o__Tepidiformales	Order	4	NoUse
2478	2168	2478	o__UBA1127	Order	4	<10
2479	2168	2479	o__UBA1151	Order	4	100-500
2480	2168	2480	o__UBA2247	Order	4	NoUse
2481	2168	2481	o__UBA2777	Order	4	<10
2482	2168	2482	o__UBA2963	Order	4	<10
2483	2168	2483	o__UBA2979	Order	4	<10
2484	2168	2484	o__UBA2985	Order	4	<10
2485	2168	2485	o__UBA3088	Order	4	NoUse
2486	2168	2486	o__UBA3495	Order	4	100-500
2487	2168	2487	o__UBA6926	Order	4	NoUse
2488	2168	2488	o__UBA6952	Order	4	10-100
2489	2168	2489	o__WHTO01	Order	4	NoUse
2490	2169	2490	o__DTOL01	Order	4	NoUse
2491	2170	2491	o__JACQUS01	Order	4	NoUse
2492	2171	2492	o__Ktedonobacterales	Order	4	10-100
2493	2172	2493	o__Limnocylindrales	Order	4	NoUse
2494	2172	2494	o__P2-11E	Order	4	NoUse
2495	2172	2495	o__QHBO01	Order	4	<10
2496	2173	2496	o__UBA11872	Order	4	NoUse
2497	2173	2497	o__VXOZ01	Order	4	NoUse
2498	2174	2498	o__SpSt-225	Order	4	NoUse
2499	2174	2499	o__UBA12225	Order	4	NoUse
2500	2175	2500	o__UBA4733	Order	4	NoUse
2501	2176	2501	o__UBA5177	Order	4	<10
2502	2177	2502	o__UBA6077	Order	4	<10
2503	2178	2503	o__CACIAM-69d	Order	4	NoUse
2504	2178	2504	o__CAIUCS01	Order	4	NoUse
2505	2178	2505	o__Cyanobacteriales	Order	4	10-100
2506	2178	2506	o__Elainellales	Order	4	NoUse
2507	2178	2507	o__FACHB-261	Order	4	NoUse
2508	2178	2508	o__FACHB-46	Order	4	NoUse
2509	2178	2509	o__GCF-001939115	Order	4	NoUse
2510	2178	2510	o__Gloeobacterales	Order	4	<10
2511	2178	2511	o__Gloeomargaritales	Order	4	NoUse
2512	2178	2512	o__Leptolyngbyales	Order	4	10-100
2513	2178	2513	o__Neosynechococcales	Order	4	NoUse
2514	2178	2514	o__PCC-6307	Order	4	500-1000
2515	2178	2515	o__PCC-7336	Order	4	NoUse
2516	2178	2516	o__PCC-7407	Order	4	NoUse
2517	2178	2517	o__PCC-9006	Order	4	NoUse
2518	2178	2518	o__Phormidesmiales	Order	4	<10
2519	2178	2519	o__Pseudanabaenales	Order	4	10-100
2520	2178	2520	o__Synechococcales	Order	4	NoUse
2521	2178	2521	o__Thermosynechococcales	Order	4	NoUse
2522	2179	2522	o__JACMPN01	Order	4	NoUse
2523	2179	2523	o__S15B-MN24	Order	4	<10
2524	2179	2524	o__UBA7694	Order	4	NoUse
2525	2180	2525	o__2-02-FULL-35-15	Order	4	<10
2526	2180	2526	o__Caenarcaniphilales	Order	4	<10
2527	2180	2527	o__Gastranaerophilales	Order	4	<10
2528	2180	2528	o__Obscuribacterales	Order	4	10-100
2529	2180	2529	o__Vampirovibrionales	Order	4	<10
2530	2181	2530	o__B13-G15	Order	4	<10
2531	2181	2531	o__BSN033	Order	4	10-100
2532	2181	2532	o__WVXP01	Order	4	NoUse
2533	2182	2533	o__Adiutricales	Order	4	NoUse
2534	2182	2534	o__Desulfarculales	Order	4	<10
2535	2183	2535	o__Desulfobaccales	Order	4	10-100
2536	2184	2536	o__C00003060	Order	4	<10
2537	2184	2537	o__Desulfobacterales	Order	4	100-500
2538	2185	2538	o__Desulfobulbales	Order	4	10-100
2539	2186	2539	o__Desulfofervidales	Order	4	NoUse
2540	2187	2540	o__Desulfomonilales	Order	4	10-100
2541	2187	2541	o__UBA1062	Order	4	<10
2542	2188	2542	o__Desulfuromonadales	Order	4	10-100
2543	2188	2543	o__Geobacterales	Order	4	10-100
2544	2189	2544	o__Dissulfuribacterales	Order	4	<10
2545	2190	2545	o__Desulfatiglandales	Order	4	<10
2546	2191	2546	o__DSWW01	Order	4	NoUse
2547	2192	2547	o__DTXE01	Order	4	NoUse
2548	2193	2548	o__S146-70	Order	4	NoUse
2549	2193	2549	o__S146-80	Order	4	NoUse
2550	2193	2550	o__UBA9637	Order	4	NoUse
2551	2194	2551	o__JACPFL01	Order	4	NoUse
2552	2195	2552	o__JACQYL01	Order	4	NoUse
2553	2196	2553	o__JADFVX01	Order	4	NoUse
2554	2197	2554	o__JADFXK01	Order	4	NoUse
2555	2198	2555	o__JAENJC01	Order	4	NoUse
2556	2199	2556	o__JdFR-97	Order	4	<10
2557	2200	2557	o__QYQD01	Order	4	NoUse
2558	2201	2558	o__RBG-13-43-22	Order	4	NoUse
2559	2202	2559	o__SM23-61	Order	4	<10
2560	2203	2560	o__Syntrophales	Order	4	10-100
2561	2204	2561	o__B119-G9	Order	4	NoUse
2562	2204	2562	o__BM002	Order	4	<10
2563	2204	2563	o__Syntrophobacterales	Order	4	<10
2564	2205	2564	o__Thermodesulfobacteriales	Order	4	NoUse
2565	2206	2565	o__UBA8473	Order	4	NoUse
2566	2207	2566	o__CAIYCZ01	Order	4	NoUse
2567	2207	2567	o__JAGOGO01	Order	4	NoUse
2568	2207	2568	o__WTBG01	Order	4	<10
2569	2208	2569	o__Zymogeniales	Order	4	NoUse
2570	2209	2570	o__Ch29	Order	4	NoUse
2571	2210	2571	o__Acetivibrionales	Order	4	<10
2572	2210	2572	o__Caldicoprobacterales	Order	4	<10
2573	2210	2573	o__Christensenellales	Order	4	10-100
2574	2210	2574	o__Clostridiales	Order	4	100-500
2575	2210	2575	o__DUPQ01	Order	4	NoUse
2576	2210	2576	o__Eubacteriales	Order	4	<10
2577	2210	2577	o__HGM11327	Order	4	NoUse
2578	2210	2578	o__HGM11514	Order	4	NoUse
2579	2210	2579	o__JAAYHZ01	Order	4	NoUse
2580	2210	2580	o__Lachnospirales	Order	4	10-100
2581	2210	2581	o__Lutisporales	Order	4	<10
2582	2210	2582	o__Mahellales	Order	4	NoUse
2583	2210	2583	o__Monoglobales	Order	4	<10
2584	2210	2584	o__Oscillospirales	Order	4	10-100
2585	2210	2585	o__Peptostreptococcales	Order	4	<10
2586	2210	2586	o__RGIG6154	Order	4	NoUse
2587	2210	2587	o__RGIG8785	Order	4	NoUse
2588	2210	2588	o__RUG12999	Order	4	<10
2589	2210	2589	o__Saccharofermentanales	Order	4	<10
2590	2210	2590	o__SK-Y3	Order	4	NoUse
2591	2210	2591	o__TANB77	Order	4	NoUse
2592	2210	2592	o__Tissierellales	Order	4	10-100
2593	2210	2593	o__UBA1212	Order	4	NoUse
2594	2210	2594	o__UBA1381	Order	4	NoUse
2595	2210	2595	o__UBA8921	Order	4	NoUse
