	parent	node	label	nodeClass	nodeDepth	numGroup
1	2271	1	f__20CM-2-55-15	OTU	5	NoUse
2	2272	2	f__2-12-FULL-54-10	OTU	5	NoUse
3	2273	3	f__Acidobacteriaceae	OTU	5	10-100
4	2273	4	f__CAINCZ01	OTU	5	NoUse
5	2273	5	f__DSPA01	OTU	5	NoUse
6	2273	6	f__Gp1-AA112	OTU	5	<10
7	2273	7	f__Gp1-AA117	OTU	5	<10
8	2273	8	f__JACPNR01	OTU	5	NoUse
9	2273	9	f__Koribacteraceae	OTU	5	10-100
10	2273	10	f__QIAW01	OTU	5	NoUse
11	2273	11	f__SbA1	OTU	5	NoUse
12	2273	12	f__SCQP01	OTU	5	NoUse
13	2274	13	f__2-02-FULL-67-57	OTU	5	NoUse
14	2274	14	f__UBA7541	OTU	5	10-100
15	2275	15	f__Bryobacteraceae	OTU	5	10-100
16	2275	16	f__JACQDG01	OTU	5	NoUse
17	2275	17	f__UBA6623	OTU	5	10-100
18	2276	18	f__UBA7540	OTU	5	10-100
19	2277	19	f__VXMN01	OTU	5	NoUse
20	2278	20	f__Aminicenantaceae	OTU	5	<10
21	2278	21	f__Aminicenantaceae_A	OTU	5	NoUse
22	2278	22	f__DTGS01	OTU	5	NoUse
23	2278	23	f__JAFGBC01	OTU	5	NoUse
24	2278	24	f__RBG-16-66-30	OTU	5	<10
25	2278	25	f__Saccharicenantaceae	OTU	5	NoUse
26	2278	26	f__UBA4085	OTU	5	<10
27	2278	27	f__UBA8522	OTU	5	NoUse
28	2279	28	f__DTKB01	OTU	5	NoUse
29	2280	29	f__JdFR-78	OTU	5	NoUse
30	2281	30	f__S016-38	OTU	5	NoUse
31	2282	31	f__UBA2199	OTU	5	<10
32	2283	32	f__B3-B38	OTU	5	NoUse
33	2284	33	f__JAFGBY01	OTU	5	NoUse
34	2285	34	f__Chloracidobacteriaceae	OTU	5	NoUse
35	2285	35	f__JADJPF01	OTU	5	NoUse
36	2286	36	f__DSOJ01	OTU	5	NoUse
37	2287	37	f__HR10	OTU	5	<10
38	2287	38	f__JACQTD01	OTU	5	NoUse
39	2288	39	f__Pyrinomonadaceae	OTU	5	10-100
40	2289	40	f__RBC074	OTU	5	NoUse
41	2290	41	f__JADIYM01	OTU	5	NoUse
42	2290	42	f__UBA7656	OTU	5	<10
43	2291	43	f__CAIWXX01	OTU	5	NoUse
44	2292	44	f__Acanthopleuribacteraceae	OTU	5	NoUse
45	2293	45	f__Holophagaceae	OTU	5	10-100
46	2294	46	f__Thermotomaculaceae	OTU	5	NoUse
47	2295	47	f__HRBIN11	OTU	5	NoUse
48	2296	48	f__AA152	OTU	5	NoUse
49	2296	49	f__Gp22-AA2	OTU	5	NoUse
50	2297	50	f__J045	OTU	5	NoUse
51	2298	51	f__JACPZX01	OTU	5	NoUse
52	2299	52	f__QHYA01	OTU	5	NoUse
53	2300	53	f__SMYD01	OTU	5	NoUse
54	2301	54	f__Gp7-AA8	OTU	5	10-100
55	2302	55	f__FEB-10	OTU	5	<10
56	2302	56	f__Thermoanaerobaculaceae	OTU	5	NoUse
57	2303	57	f__UBA2201	OTU	5	NoUse
58	2304	58	f__Gp7-AA6	OTU	5	<10
59	2304	59	f__UBA5066	OTU	5	<10
60	2305	60	f__QQVD01	OTU	5	NoUse
61	2305	61	f__UBA5704	OTU	5	10-100
62	2306	62	f__DSQY01	OTU	5	NoUse
63	2306	63	f__UBA4820	OTU	5	NoUse
64	2307	64	f__CAINFC01	OTU	5	NoUse
65	2308	65	f__JAAYUB01	OTU	5	NoUse
66	2309	66	f__JACOSC01	OTU	5	NoUse
67	2310	67	f__JACQTF01	OTU	5	NoUse
68	2311	68	f__JACQSX01	OTU	5	NoUse
69	2311	69	f__RPQK01	OTU	5	NoUse
70	2312	70	f__UBA890	OTU	5	<10
71	2312	71	f__WLXD01	OTU	5	NoUse
72	2313	72	f__Bin61	OTU	5	NoUse
73	2313	73	f__SMYC01	OTU	5	NoUse
74	2314	74	f__Fen-336	OTU	5	NoUse
75	2314	75	f__JAGNNV01	OTU	5	NoUse
76	2315	76	f__2-12-FULL-66-21	OTU	5	NoUse
77	2315	77	f__Fen-181	OTU	5	NoUse
78	2315	78	f__JACPPN01	OTU	5	NoUse
79	2315	79	f__JACQTH01	OTU	5	NoUse
80	2315	80	f__JAFNAJ01	OTU	5	NoUse
81	2315	81	f__SCN-69-37	OTU	5	<10
82	2315	82	f__UBA2999	OTU	5	10-100
83	2315	83	f__UBA823	OTU	5	10-100
84	2315	84	f__UBA8438	OTU	5	10-100
85	2315	85	f__Vicinamibacteraceae	OTU	5	NoUse
86	2316	86	f__AC-14	OTU	5	<10
87	2316	87	f__AC-25	OTU	5	NoUse
88	2316	88	f__AC-35	OTU	5	NoUse
89	2316	89	f__Acidimicrobiaceae	OTU	5	NoUse
90	2316	90	f__Bin134	OTU	5	NoUse
91	2316	91	f__Bog-793	OTU	5	<10
92	2316	92	f__CADCSY01	OTU	5	NoUse
93	2316	93	f__CADCTF01	OTU	5	NoUse
94	2316	94	f__CAIXPF01	OTU	5	NoUse
95	2316	95	f__GCA-2861595	OTU	5	NoUse
96	2316	96	f__Ilumatobacteraceae	OTU	5	10-100
97	2316	97	f__JAAYBP01	OTU	5	NoUse
98	2316	98	f__JABEUL01	OTU	5	NoUse
99	2316	99	f__JACDCH01	OTU	5	<10
100	2316	100	f__JACDEA01	OTU	5	NoUse
101	2316	101	f__JADJXE01	OTU	5	NoUse
102	2316	102	f__JAEUJM01	OTU	5	NoUse
103	2316	103	f__JAFATL01	OTU	5	NoUse
104	2316	104	f__MedAcidi-G1	OTU	5	10-100
105	2316	105	f__Microtrichaceae	OTU	5	10-100
106	2316	106	f__Palsa-688	OTU	5	<10
107	2316	107	f__QHCF01	OTU	5	<10
108	2316	108	f__RAAP-2	OTU	5	10-100
109	2316	109	f__SHLQ01	OTU	5	NoUse
110	2316	110	f__SIRW01	OTU	5	NoUse
111	2316	111	f__SKKL01	OTU	5	NoUse
112	2316	112	f__SZUA-35	OTU	5	NoUse
113	2316	113	f__TK06	OTU	5	10-100
114	2316	114	f__UBA10347	OTU	5	NoUse
115	2316	115	f__UBA11606	OTU	5	10-100
116	2316	116	f__UBA8139	OTU	5	10-100
117	2316	117	f__UBA8190	OTU	5	<10
118	2316	118	f__UBA8592	OTU	5	10-100
119	2316	119	f__WLNW01	OTU	5	NoUse
120	2317	120	f__Actinomarinaceae	OTU	5	10-100
121	2318	121	f__ATN3	OTU	5	NoUse
122	2319	122	f__Chersky-534	OTU	5	NoUse
123	2319	123	f__IMCC26256	OTU	5	<10
124	2319	124	f__JACPCJ01	OTU	5	NoUse
125	2319	125	f__JAGNEX01	OTU	5	NoUse
126	2319	126	f__JAGPDB01	OTU	5	NoUse
127	2319	127	f__PALSA-555	OTU	5	<10
128	2319	128	f__PALSA-610	OTU	5	NoUse
129	2319	129	f__VFJJ01	OTU	5	NoUse
130	2320	130	f__UBA2766	OTU	5	<10
131	2321	131	f__Bin76	OTU	5	NoUse
132	2321	132	f__JAENVV01	OTU	5	NoUse
133	2321	133	f__S012-128	OTU	5	NoUse
134	2321	134	f__SHLN01	OTU	5	NoUse
135	2321	135	f__SZUA-232	OTU	5	NoUse
136	2321	136	f__UBA11373	OTU	5	NoUse
137	2321	137	f__UBA4744	OTU	5	NoUse
138	2321	138	f__UBA5794	OTU	5	<10
139	2321	139	f__ZC4RG35	OTU	5	<10
140	2322	140	f__Acidothermaceae	OTU	5	NoUse
141	2323	141	f__Actinomycetaceae	OTU	5	<10
142	2323	142	f__Angustibacteraceae	OTU	5	NoUse
143	2323	143	f__Beutenbergiaceae	OTU	5	NoUse
144	2323	144	f__Bifidobacteriaceae	OTU	5	NoUse
145	2323	145	f__Brevibacteriaceae	OTU	5	<10
146	2323	146	f__Cellulomonadaceae	OTU	5	10-100
147	2323	147	f__Demequinaceae	OTU	5	<10
148	2323	148	f__Dermabacteraceae	OTU	5	<10
149	2323	149	f__Dermatophilaceae	OTU	5	10-100
150	2323	150	f__GCA-002748415	OTU	5	NoUse
151	2323	151	f__Kineococcaceae	OTU	5	NoUse
152	2323	152	f__Kineosporiaceae	OTU	5	NoUse
153	2323	153	f__Microbacteriaceae	OTU	5	100-500
154	2323	154	f__Micrococcaceae	OTU	5	10-100
155	2323	155	f__Quadrisphaeraceae	OTU	5	NoUse
156	2324	156	f__Egibacteraceae	OTU	5	<10
157	2324	157	f__Euzebyaceae	OTU	5	<10
158	2325	158	f__JACCUZ01	OTU	5	NoUse
159	2326	159	f__JACCYY01	OTU	5	NoUse
160	2327	160	f__Jiangellaceae	OTU	5	NoUse
161	2328	161	f__Motilibacteraceae	OTU	5	NoUse
162	2329	162	f__Antricoccaceae	OTU	5	NoUse
163	2329	163	f__CADCTP01	OTU	5	NoUse
164	2329	164	f__CAJCIY01	OTU	5	NoUse
165	2329	165	f__Cryptosporangiaceae	OTU	5	NoUse
166	2329	166	f__Frankiaceae	OTU	5	NoUse
167	2329	167	f__Geodermatophilaceae	OTU	5	NoUse
168	2329	168	f__HKI-0501	OTU	5	NoUse
169	2329	169	f__JADGOU01	OTU	5	NoUse
170	2329	170	f__JADGOV01	OTU	5	NoUse
171	2329	171	f__JAFAQI01	OTU	5	NoUse
172	2329	172	f__Jatrophihabitantaceae	OTU	5	NoUse
173	2329	173	f__Micromonosporaceae	OTU	5	NoUse
174	2329	174	f__Mycobacteriaceae	OTU	5	100-500
175	2329	175	f__Nakamurellaceae	OTU	5	<10
176	2329	176	f__Pseudonocardiaceae	OTU	5	NoUse
177	2329	177	f__QHCA01	OTU	5	NoUse
178	2329	178	f__QHCD01	OTU	5	NoUse
179	2329	179	f__QHCE01	OTU	5	NoUse
180	2329	180	f__SCTD01	OTU	5	10-100
181	2330	181	f__AcAMD-5	OTU	5	<10
182	2330	182	f__CAIKAW01	OTU	5	NoUse
183	2330	183	f__CAIYMF01	OTU	5	NoUse
184	2330	184	f__FW305-bin1	OTU	5	NoUse
185	2330	185	f__GCA-2699445	OTU	5	NoUse
186	2330	186	f__Nanopelagicaceae	OTU	5	10-100
187	2330	187	f__S36-B12	OTU	5	10-100
188	2330	188	f__UBA10799	OTU	5	<10
189	2330	189	f__UBA12327	OTU	5	<10
190	2330	190	f__UBA5976	OTU	5	<10
191	2331	191	f__Nitriliruptoraceae	OTU	5	NoUse
192	2332	192	f__Actinopolymorphaceae	OTU	5	NoUse
193	2332	193	f__Kribbellaceae	OTU	5	NoUse
194	2332	194	f__Nocardioidaceae	OTU	5	10-100
195	2332	195	f__Propionibacteriaceae	OTU	5	10-100
196	2333	196	f__Sporichthyaceae	OTU	5	NoUse
197	2334	197	f__Carbonactinosporaceae	OTU	5	NoUse
198	2334	198	f__Catenulisporaceae	OTU	5	NoUse
199	2334	199	f__Streptomycetaceae	OTU	5	NoUse
200	2335	200	f__Streptosporangiaceae	OTU	5	10-100
201	2335	201	f__WHST01	OTU	5	NoUse
202	2336	202	f__Aquicultoraceae	OTU	5	NoUse
203	2337	203	f__Geothermocultoraceae	OTU	5	NoUse
204	2338	204	f__Subteraquimicrobiaceae	OTU	5	NoUse
205	2338	205	f__UBA9087	OTU	5	NoUse
206	2339	206	f__SURF-47	OTU	5	NoUse
207	2340	207	f__JACQXZ01	OTU	5	NoUse
208	2340	208	f__Oleimmundimicrobiaceae	OTU	5	NoUse
209	2341	209	f__Atopobiaceae	OTU	5	<10
210	2341	210	f__CADBOM01	OTU	5	NoUse
211	2341	211	f__Coriobacteriaceae	OTU	5	NoUse
212	2341	212	f__Eggerthellaceae	OTU	5	NoUse
213	2341	213	f__QAMH01	OTU	5	NoUse
214	2341	214	f__RUG033	OTU	5	NoUse
215	2341	215	f__RUG844	OTU	5	NoUse
216	2341	216	f__UBA8131	OTU	5	NoUse
217	2341	217	f__UMGS124	OTU	5	NoUse
218	2342	218	f__JAENWW01	OTU	5	NoUse
219	2342	219	f__WQUG01	OTU	5	NoUse
220	2342	220	f__WRKU01	OTU	5	NoUse
221	2343	221	f__Anoxymicrobiaceae	OTU	5	NoUse
222	2343	222	f__JACVIW01	OTU	5	NoUse
223	2344	223	f__Geothermincolaceae	OTU	5	NoUse
224	2344	224	f__RBG-13-55-18	OTU	5	<10
225	2345	225	f__Hakubanellaceae	OTU	5	NoUse
226	2346	226	f__Humimicrobiaceae	OTU	5	NoUse
227	2347	227	f__JAHJRV01	OTU	5	NoUse
228	2348	228	f__Rubrobacteraceae	OTU	5	<10
229	2349	229	f__BMS3ABIN01	OTU	5	NoUse
230	2350	230	f__F1-60-MAGs149	OTU	5	<10
231	2350	231	f__Gaiellaceae	OTU	5	10-100
232	2350	232	f__SKUG01	OTU	5	NoUse
233	2351	233	f__Miltoncostaeaceae	OTU	5	NoUse
234	2352	234	f__RBG-16-64-13	OTU	5	<10
235	2353	235	f__70-9	OTU	5	10-100
236	2353	236	f__JACPNS01	OTU	5	NoUse
237	2353	237	f__Solirubrobacteraceae	OTU	5	10-100
238	2353	238	f__Thermoleophilaceae	OTU	5	<10
239	2354	239	f__UBA2241	OTU	5	NoUse
240	2355	240	f__AC-67	OTU	5	NoUse
241	2356	241	f__CADDZG01	OTU	5	NoUse
242	2356	242	f__WHSQ01	OTU	5	NoUse
243	2357	243	f__HRBIN12	OTU	5	NoUse
244	2357	244	f__JACQTL01	OTU	5	NoUse
245	2357	245	f__UBA4738	OTU	5	<10
246	2358	246	f__0-14-0-80-59-12	OTU	5	NoUse
247	2359	247	f__2-12-FULL-37-12	OTU	5	NoUse
248	2360	248	f__2-12-FULL-35-15	OTU	5	NoUse
249	2361	249	f__2013-40CM-41-45	OTU	5	NoUse
250	2361	250	f__JABDAW01	OTU	5	NoUse
251	2361	251	f__OLB10	OTU	5	<10
252	2360	252	f__B-17BO	OTU	5	10-100
253	2360	253	f__JABDFU01	OTU	5	NoUse
254	2360	254	f__JACCXN01	OTU	5	NoUse
255	2360	255	f__JACMRI01	OTU	5	NoUse
256	2360	256	f__JACPRZ01	OTU	5	NoUse
257	2360	257	f__JAFLBG01	OTU	5	NoUse
258	2360	258	f__Palsa-948	OTU	5	<10
259	2360	259	f__Palsa-948_A	OTU	5	NoUse
260	2360	260	f__Palsa-965	OTU	5	NoUse
261	2360	261	f__SXHM01	OTU	5	NoUse
262	2360	262	f__UBA4408	OTU	5	NoUse
263	2362	263	f__4484-276	OTU	5	NoUse
264	2362	264	f__4572-128	OTU	5	NoUse
265	2362	265	f__Azobacteroidaceae	OTU	5	NoUse
266	2362	266	f__B18-G4	OTU	5	NoUse
267	2362	267	f__B39-G9	OTU	5	NoUse
268	2362	268	f__Bacteroidaceae	OTU	5	<10
269	2362	269	f__Barnesiellaceae	OTU	5	NoUse
270	2362	270	f__BM520	OTU	5	NoUse
271	2362	271	f__BM523	OTU	5	<10
272	2362	272	f__CAIWKO01	OTU	5	NoUse
273	2362	273	f__CAIXTV01	OTU	5	NoUse
274	2362	274	f__CAIXZF01	OTU	5	<10
275	2362	275	f__CAJPTX01	OTU	5	NoUse
276	2362	276	f__Cfx3-03	OTU	5	NoUse
277	2362	277	f__CG2-30-32-10	OTU	5	NoUse
278	2362	278	f__CHK158-818	OTU	5	NoUse
279	2362	279	f__Coprobacteraceae	OTU	5	NoUse
280	2362	280	f__DSWJ01	OTU	5	NoUse
281	2362	281	f__DTGW01	OTU	5	NoUse
282	2362	282	f__DTU049	OTU	5	NoUse
283	2362	283	f__Dysgonomonadaceae	OTU	5	10-100
284	2362	284	f__F082	OTU	5	10-100
285	2362	285	f__FEN-979	OTU	5	10-100
286	2362	286	f__G3-4614	OTU	5	NoUse
287	2362	287	f__GCA-2711565	OTU	5	NoUse
288	2362	288	f__GCA-2748055	OTU	5	<10
289	2362	289	f__GWA2-32-17	OTU	5	NoUse
290	2362	290	f__GWE2-29-8	OTU	5	NoUse
291	2362	291	f__GWF2-33-38	OTU	5	NoUse
292	2362	292	f__GWF2-35-48	OTU	5	NoUse
293	2362	293	f__GWF2-38-335	OTU	5	NoUse
294	2362	294	f__JAADGE01	OTU	5	NoUse
295	2362	295	f__JAADJA01	OTU	5	NoUse
296	2362	296	f__JAAUTT01	OTU	5	NoUse
297	2362	297	f__JAAYJT01	OTU	5	NoUse
298	2362	298	f__JAAYUG01	OTU	5	NoUse
299	2362	299	f__JABHKC01	OTU	5	NoUse
300	2362	300	f__JACABE01	OTU	5	NoUse
301	2362	301	f__JAFGXI01	OTU	5	NoUse
302	2362	302	f__JAGNHN01	OTU	5	NoUse
303	2362	303	f__JAGODS01	OTU	5	NoUse
304	2362	304	f__JAGOPY01	OTU	5	NoUse
305	2362	305	f__JAHJDW01	OTU	5	NoUse
306	2362	306	f__Lentimicrobiaceae	OTU	5	10-100
307	2362	307	f__M50B96	OTU	5	NoUse
308	2362	308	f__Marinifilaceae	OTU	5	<10
309	2362	309	f__Marinilabiliaceae	OTU	5	NoUse
310	2362	310	f__ML635J-15	OTU	5	NoUse
311	2362	311	f__Muribaculaceae	OTU	5	NoUse
312	2362	312	f__NBLH01	OTU	5	NoUse
313	2362	313	f__P3	OTU	5	NoUse
314	2362	314	f__Paludibacteraceae	OTU	5	10-100
315	2362	315	f__Porphyromonadaceae	OTU	5	NoUse
316	2362	316	f__Prolixibacteraceae	OTU	5	10-100
317	2362	317	f__PUMT01	OTU	5	NoUse
318	2362	318	f__PWNQ01	OTU	5	NoUse
319	2362	319	f__PXBB01	OTU	5	NoUse
320	2362	320	f__Rikenellaceae	OTU	5	NoUse
321	2362	321	f__S143-32	OTU	5	NoUse
322	2362	322	f__S143-33	OTU	5	NoUse
323	2362	323	f__Salinivirgaceae	OTU	5	NoUse
324	2362	324	f__SM23-62	OTU	5	NoUse
325	2362	325	f__SZUA-534	OTU	5	<10
326	2362	326	f__Tannerellaceae	OTU	5	10-100
327	2362	327	f__Tenuifilaceae	OTU	5	NoUse
328	2362	328	f__TTA-H9	OTU	5	<10
329	2362	329	f__UBA10428	OTU	5	NoUse
330	2362	330	f__UBA11471	OTU	5	NoUse
331	2362	331	f__UBA12077	OTU	5	10-100
332	2362	332	f__UBA12170	OTU	5	NoUse
333	2362	333	f__UBA12481	OTU	5	<10
334	2362	334	f__UBA1402	OTU	5	<10
335	2362	335	f__UBA1556	OTU	5	NoUse
336	2362	336	f__UBA1715	OTU	5	NoUse
337	2362	337	f__UBA3663	OTU	5	NoUse
338	2362	338	f__UBA3824	OTU	5	NoUse
339	2362	339	f__UBA4181	OTU	5	NoUse
340	2362	340	f__UBA4417	OTU	5	NoUse
341	2362	341	f__UBA5342	OTU	5	NoUse
342	2362	342	f__UBA6013	OTU	5	NoUse
343	2362	343	f__UBA6680	OTU	5	NoUse
344	2362	344	f__UBA7332	OTU	5	<10
345	2362	345	f__UBA7960	OTU	5	NoUse
346	2362	346	f__UBA932	OTU	5	<10
347	2362	347	f__VadinHA17	OTU	5	10-100
348	2362	348	f__W3P20-009	OTU	5	NoUse
349	2362	349	f__WCHB1-69	OTU	5	NoUse
350	2362	350	f__Williamwhitmaniaceae	OTU	5	NoUse
351	2362	351	f__WRGA01	OTU	5	NoUse
352	2362	352	f__WRLA01	OTU	5	NoUse
353	2362	353	f__ZOR0009	OTU	5	NoUse
354	2363	354	f__CAILMK01	OTU	5	<10
355	2363	355	f__JAAYUY01	OTU	5	<10
356	2363	356	f__JACPUW01	OTU	5	NoUse
357	2364	357	f__BACL12	OTU	5	<10
358	2364	358	f__CAIODY01	OTU	5	NoUse
359	2364	359	f__CAIOSU01	OTU	5	<10
360	2364	360	f__Chitinophagaceae	OTU	5	100-500
361	2364	361	f__JABDMM01	OTU	5	NoUse
362	2364	362	f__JADIYW01	OTU	5	NoUse
363	2364	363	f__JADJOU01	OTU	5	NoUse
364	2364	364	f__LD1	OTU	5	<10
365	2364	365	f__REEL01	OTU	5	NoUse
366	2364	366	f__S012-47	OTU	5	NoUse
367	2364	367	f__Saprospiraceae	OTU	5	10-100
368	2364	368	f__SW-11-45-7	OTU	5	NoUse
369	2364	369	f__UBA10324	OTU	5	NoUse
370	2364	370	f__UBA2359	OTU	5	NoUse
371	2364	371	f__UBA8649	OTU	5	<10
372	2365	372	f__172606-1	OTU	5	<10
373	2365	373	f__Amoebophilaceae	OTU	5	NoUse
374	2365	374	f__Bernardetiaceae	OTU	5	<10
375	2365	375	f__Catalimonadaceae	OTU	5	<10
376	2365	376	f__CCMP332	OTU	5	NoUse
377	2365	377	f__Cyclobacteriaceae	OTU	5	100-500
378	2365	378	f__Cytophagaceae	OTU	5	NoUse
379	2365	379	f__Flammeovirgaceae	OTU	5	<10
380	2365	380	f__Hymenobacteraceae	OTU	5	<10
381	2365	381	f__MED-G16	OTU	5	NoUse
382	2365	382	f__Microscillaceae	OTU	5	<10
383	2365	383	f__Spirosomaceae	OTU	5	10-100
384	2365	384	f__Thermonemataceae	OTU	5	NoUse
385	2365	385	f__UBA9547	OTU	5	NoUse
386	2365	386	f__WTJX01	OTU	5	<10
387	2366	387	f__BACL11	OTU	5	10-100
388	2366	388	f__Blattabacteriaceae	OTU	5	NoUse
389	2366	389	f__CAIKAF01	OTU	5	10-100
390	2366	390	f__Crocinitomicaceae	OTU	5	100-500
391	2366	391	f__Cryomorphaceae	OTU	5	<10
392	2366	392	f__DT-38	OTU	5	NoUse
393	2366	393	f__ECT2AJA-044	OTU	5	NoUse
394	2366	394	f__Flavobacteriaceae	OTU	5	>1000
395	2366	395	f__GCA-002722245	OTU	5	<10
396	2366	396	f__GCA-2746335	OTU	5	NoUse
397	2366	397	f__Ichthyobacteriaceae	OTU	5	NoUse
398	2366	398	f__JAADED01	OTU	5	NoUse
399	2366	399	f__JABDKJ01	OTU	5	NoUse
400	2366	400	f__Luteibaculaceae	OTU	5	<10
401	2366	401	f__M30B66	OTU	5	NoUse
402	2366	402	f__NORP154	OTU	5	NoUse
403	2366	403	f__PHOS-HE28	OTU	5	NoUse
404	2366	404	f__Salibacteraceae	OTU	5	10-100
405	2366	405	f__SAT41	OTU	5	NoUse
406	2366	406	f__Schleiferiaceae	OTU	5	100-500
407	2366	407	f__TMED113	OTU	5	<10
408	2366	408	f__UA16	OTU	5	10-100
409	2366	409	f__UBA10066	OTU	5	10-100
410	2366	410	f__UBA10329	OTU	5	10-100
411	2366	411	f__UBA1820	OTU	5	NoUse
412	2366	412	f__UBA2798	OTU	5	NoUse
413	2366	413	f__UBA7312	OTU	5	10-100
414	2366	414	f__UBA7430	OTU	5	10-100
415	2366	415	f__UJ101	OTU	5	NoUse
416	2366	416	f__Vicingaceae	OTU	5	10-100
417	2366	417	f__Weeksellaceae	OTU	5	100-500
418	2367	418	f__J057	OTU	5	<10
419	2367	419	f__JADKCL01	OTU	5	NoUse
420	2367	420	f__RFSG01	OTU	5	<10
421	2368	421	f__NORP286	OTU	5	NoUse
422	2369	422	f__CAINMV01	OTU	5	NoUse
423	2369	423	f__SHWZ01	OTU	5	NoUse
424	2369	424	f__UBA8524	OTU	5	10-100
425	2369	425	f__UBA9320	OTU	5	10-100
426	2369	426	f__UBA955	OTU	5	10-100
427	2369	427	f__UKL13-3	OTU	5	<10
428	2370	428	f__CAIKLP01	OTU	5	<10
429	2370	429	f__Sphingobacteriaceae	OTU	5	100-500
430	2371	430	f__JAADEI01	OTU	5	NoUse
431	2371	431	f__S141-50	OTU	5	NoUse
432	2371	432	f__SpSt-205	OTU	5	NoUse
433	2372	433	f__UBA7662	OTU	5	<10
434	2373	434	f__Chlorobiaceae	OTU	5	100-500
435	2373	435	f__Chloroherpetonaceae	OTU	5	NoUse
436	2374	436	f__Ch128b	OTU	5	NoUse
437	2375	437	f__Ignavibacteriaceae	OTU	5	10-100
438	2375	438	f__Melioribacteraceae	OTU	5	<10
439	2375	439	f__SURF-24	OTU	5	<10
440	2376	440	f__B-1AR	OTU	5	<10
441	2376	441	f__OLB5	OTU	5	<10
442	2377	442	f__JABWAT01	OTU	5	NoUse
443	2378	443	f__HRBIN21	OTU	5	NoUse
444	2378	444	f__JAEUSM01	OTU	5	NoUse
445	2378	445	f__Kapabacteriaceae	OTU	5	10-100
446	2378	446	f__NICIL-2	OTU	5	<10
447	2378	447	f__UBA2268	OTU	5	10-100
448	2378	448	f__UBA4661	OTU	5	NoUse
449	2378	449	f__UBA7675	OTU	5	NoUse
450	2378	450	f__UBA961	OTU	5	<10
451	2378	451	f__WFXC01	OTU	5	NoUse
452	2379	452	f__OLB7	OTU	5	NoUse
453	2380	453	f__Palsa-1295	OTU	5	<10
454	2381	454	f__Kryptoniaceae	OTU	5	NoUse
455	2382	455	f__Balneolaceae	OTU	5	10-100
456	2382	456	f__HLUCCA01	OTU	5	<10
457	2382	457	f__M1805	OTU	5	NoUse
458	2382	458	f__Natronogracilivirgulaceae	OTU	5	NoUse
459	2382	459	f__PXAI01	OTU	5	NoUse
460	2383	460	f__BA12	OTU	5	NoUse
461	2383	461	f__Bin80	OTU	5	NoUse
462	2383	462	f__ISCAR-4553	OTU	5	NoUse
463	2383	463	f__MEBIC09517	OTU	5	NoUse
464	2383	464	f__Rhodothermaceae	OTU	5	<10
465	2383	465	f__Rubricoccaceae	OTU	5	<10
466	2383	466	f__Salinibacteraceae	OTU	5	<10
467	2383	467	f__UBA10348	OTU	5	<10
468	2383	468	f__UBA2364	OTU	5	NoUse
469	2383	469	f__VXPQ01	OTU	5	NoUse
470	2384	470	f__GCA-2699105	OTU	5	NoUse
471	2384	471	f__JAADGX01	OTU	5	NoUse
472	2384	472	f__SZUA-365	OTU	5	NoUse
473	2385	473	f__T3Sed10-11	OTU	5	NoUse
474	2386	474	f__BY39	OTU	5	NoUse
475	2386	475	f__F1-140-MAGs086	OTU	5	<10
476	2386	476	f__SZUA-254	OTU	5	<10
477	2386	477	f__UBA10030	OTU	5	<10
478	2386	478	f__UBA6906	OTU	5	NoUse
479	2386	479	f__UBA8401	OTU	5	<10
480	2387	480	f__Bacteriovoracaceae	OTU	5	100-500
481	2388	481	f__CAIPTA01	OTU	5	NoUse
482	2388	482	f__JAALKR01	OTU	5	NoUse
483	2389	483	f__CAIMNF01	OTU	5	<10
484	2389	484	f__UBA1018	OTU	5	10-100
485	2389	485	f__UBA6935	OTU	5	NoUse
486	2389	486	f__UBA923	OTU	5	NoUse
487	2390	487	f__1-14-0-10-45-34	OTU	5	NoUse
488	2390	488	f__Bdellovibrionaceae	OTU	5	10-100
489	2390	489	f__JACOND01	OTU	5	NoUse
490	2390	490	f__SG-bin7	OTU	5	NoUse
491	2390	491	f__UBA1609	OTU	5	<10
492	2390	492	f__UBA6776	OTU	5	NoUse
493	2390	493	f__UBA840	OTU	5	10-100
494	2391	494	f__JABDDW01	OTU	5	NoUse
495	2392	495	f__UBA2466	OTU	5	<10
496	2393	496	f__Bin106	OTU	5	NoUse
497	2393	497	f__Bog-1112	OTU	5	NoUse
498	2393	498	f__CACXFL01	OTU	5	<10
499	2393	499	f__CAIMVM01	OTU	5	NoUse
500	2393	500	f__JAGOVF01	OTU	5	NoUse
501	2393	501	f__Oligoflexaceae	OTU	5	NoUse
502	2393	502	f__RGVZ01	OTU	5	<10
503	2394	503	f__Silvanigrellaceae	OTU	5	<10
504	2395	504	f__UBA2394	OTU	5	NoUse
505	2396	505	f__UBA2428	OTU	5	<10
506	2397	506	f__YA12-FULL-61-11	OTU	5	NoUse
507	2398	507	f__4572-78	OTU	5	NoUse
508	2398	508	f__J111	OTU	5	NoUse
509	2398	509	f__NAK82	OTU	5	NoUse
510	2399	510	f__A4b	OTU	5	10-100
511	2399	511	f__Aggregatilineaceae	OTU	5	NoUse
512	2399	512	f__Ch27	OTU	5	NoUse
513	2399	513	f__J027	OTU	5	<10
514	2399	514	f__JAFGMM01	OTU	5	NoUse
515	2399	515	f__UBA2796	OTU	5	<10
