OTUcluster	Others	RiPPs	Terpene	PKS	NRPS
GC_510	1.6666666666666665	1.3333333333333333	2.6666666666666665	0.0	1.3333333333333333
GC_511	0.0	0.0	0.0	1.0	0.0
GC_512	3.5	0.0	0.0	0.0	0.0
GC_513	5.0	0.0	2.0	1.0	0.0
GC_514	4.0	2.0	2.0	5.0	4.0
GC_515	4.5	1.5555555555555554	0.0	0.0	0.16666666666666666
GC_516	1.75	0.25	0.0	0.0	0.0
GC_517	3.0	1.0	2.0	1.0	1.0
GC_518	0.0	2.0	1.0	0.0	0.0
GC_519	1.0	2.0	0.0	1.0	1.0
GC_52	0.0	0.75	0.0	0.75	0.5
GC_520	2.0	1.0	0.0	2.0	0.0
GC_53	0.125	2.2625	0.0	0.0	0.25
GC_54	0.14285714285714285	1.5595238095238093	0.17857142857142858	1.380952380952381	1.2976190476190477
GC_55	2.0	0.0	0.0	0.0	0.5
GC_56	0.16666666666666666	1.0	0.0	0.0	1.0
GC_57	1.5	1.0	0.0	0.0	0.0
GC_58	1.4186998394863561	1.3800428036383092	0.5126404494382022	2.024705724986624	7.160299625468165
GC_59	2.5	2.5	1.0	2.0	1.5
GC_6	2.0	0.0	1.5	0.25	0.75
GC_60	1.4	1.2	0.0	1.6	0.0
GC_61	1.2272619047619042	0.08374999999999999	1.1660267857142856	0.0	0.0025
GC_62	0.0	1.5	0.0	1.0	0.0
GC_63	0.0	1.5	0.0	1.0	0.0
GC_64	1.12	0.26666666666666666	1.4733333333333334	0.0	0.0
GC_65	0.0	1.5	1.0	0.0	0.0
GC_66	2.571428571428571	2.3571428571428577	1.7142857142857142	0.3571428571428571	3.071428571428571
GC_67	3.962962962962963	1.7962962962962963	0.6666666666666666	0.4444444444444444	0.3333333333333333
GC_68	3.5	1.5	1.0	1.0	0.0
GC_69	0.21544715447154467	0.3	0.14390243902439026	0.17073170731707316	1.835975609756097
GC_7	1.137913223140496	0.9721074380165291	0.0	0.06818181818181818	0.0
GC_70	1.8095238095238095	0.5	1.4285714285714286	0.2619047619047619	1.857142857142857
GC_71	0.0	2.5	0.0	0.0	0.0
GC_72	1.8	1.65	0.0	0.0	0.0
GC_73	6.25	2.0	0.0	0.0	5.5
GC_74	1.8000000000000003	0.0	0.1	0.1	0.1
GC_75	1.0	0.6666666666666666	0.0	2.0	1.6666666666666667
GC_76	3.416666666666666	1.0	0.0	0.0	0.0
GC_77	1.3198484848484846	1.653333333333333	0.0	0.045454545454545456	0.011363636363636364
GC_78	0.0	1.0	0.0	1.0	0.3333333333333333
GC_79	0.5526315789473684	0.3333333333333333	1.2701754385964912	2.0517543859649123	2.579824561403509
GC_8	3.0	1.3333333333333333	0.0	0.3333333333333333	1.3333333333333333
GC_80	2.5	2.0	0.0	0.0	0.0
GC_81	3.8	2.475	1.875	1.0	1.2
GC_82	0.0	1.148148148148148	1.2222222222222223	0.0	0.3492063492063492
GC_83	0.6666666666666666	0.0	1.0	2.833333333333333	0.6666666666666666
GC_84	0.5128205128205128	0.6923076923076923	1.4358974358974357	0.46153846153846156	3.3076923076923075
GC_85	3.25	1.25	0.0	0.0	1.5
GC_86	2.0	0.5	0.0	0.0	0.0
GC_87	1.0	3.75	2.083333333333333	3.083333333333333	2.5
GC_88	0.34523809523809523	0.8833333333333334	1.6071428571428572	1.2904761904761906	1.2857142857142858
GC_89	3.5	3.0	1.0	1.5	4.0
GC_9	1.2692307692307692	0.06666666666666668	1.4270655270655273	0.07692307692307693	0.1282051282051282
GC_90	1.0	0.125	1.0	0.125	0.5
GC_91	0.49999999999999994	0.3333333333333333	1.9791666666666667	1.5	2.479166666666667
GC_92	1.0	0.5	0.0	1.0	0.0
GC_93	5.222222222222221	0.4007407407407408	0.9396296296296296	0.0014814814814814814	0.45518518518518525
GC_94	0.5	1.0	0.0	0.0	1.0
GC_95	2.9350579975579976	0.1802114552114552	0.0	0.06628787878787877	0.10530303030303027
GC_96	0.8888888888888887	2.916666666666667	1.4444444444444446	5.527777777777778	6.527777777777778
GC_97	1.611111111111111	0.1111111111111111	0.06666666666666668	0.02222222222222222	0.13333333333333333
GC_98	4.333333333333334	0.9166666666666666	0.9166666666666666	0.16666666666666666	0.0
GC_99	0.3958333333333333	0.125	0.0	1.1666666666666667	2.9375
